,mean_proximity,z-score,p-value,No.of.Targets,Mean_degrees
DB01489,3.10666666666667,3.30049866117144,0.999517434129454,2,11.5
DB01511,3.10666666666667,3.03151675313265,0.99878335791479,2,11.5
DB01544,3.10666666666667,3.20281674386533,0.999319547245062,2,11.5
DB01545,3.10666666666667,3.30143690456165,0.999519045164843,2,11.5
DB01553,3.10666666666667,3.16391653624137,0.999221692857109,2,11.5
DB01558,3.10666666666667,3.42916415408417,0.999697278388933,2,11.5
DB01559,3.10666666666667,3.20009789521617,0.999313095416361,2,11.5
DB01567,3.10666666666667,3.79398169858418,0.999925874697053,2,11.5
DB01587,3.10666666666667,3.76566626827267,0.999916947229281,2,11.5
DB01588,3.10666666666667,3.45951875967032,0.999729429209665,2,11.5
DB01589,3.10666666666667,3.27170846234388,0.999465501265091,2,11.5
DB01594,3.10666666666667,3.46822771104811,0.999738048424538,2,11.5
DB01595,3.10666666666667,3.66049080282827,0.999874133704861,2,11.5
DB01708,3.10666666666667,3.0898203969434,0.998998612181491,2,11.5
DB01956,3.10666666666667,4.12406393123356,0.999981387725025,2,11.5
DB09017,3.10666666666667,3.62793709471,0.999857152578107,2,11.5
DB09118,2.50666666666667,0.758014082567155,0.775778723895658,4,77.5
DB09166,3.10666666666667,2.94713187684524,0.99839631807067,2,11.5
DB11582,3.10666666666667,3.31517590348171,0.999542072632614,2,11.5
DB11859,3.10666666666667,3.95579212516543,0.999961859264625,2,11.5
DB11901,3.10666666666667,3.04302451800307,0.998828933751818,2,11.5
DB12404,3.10666666666667,3.99700442566594,0.999967925448919,2,11.5
DB12537,3.10666666666667,3.50529263908804,0.999771947177355,2,11.5
DB13335,3.10666666666667,3.54811759452907,0.999806002523832,2,11.5
