,mean_proximity,z-score,p-value,No.of.Targets,Mean_degrees
DB03382,1.87142857142857,-1.13332457057923,0.128538988586126,2,103
DB05025,1.71428571428571,-2.01786466170042,0.0218026791542228,1,195
DB09061,1.92,-1.70291732669642,0.0442917705062809,5,76.2
DB14009,1.89714285714286,-1.51858284449526,0.0644337660345824,5,78
DB14011,1.89714285714286,-1.85651904147254,0.031689805744912,5,78
DB14487,2.03809523809524,-0.886231284307992,0.187746454425042,21,56.0952380952381
DB14533,2.01848739495798,-1.14255805573019,0.126611064415053,17,58.9411764705882
DB14548,2.01848739495798,-1.12050066645497,0.13125023437647,17,58.9411764705882
DB01373,1.98571428571429,-1.01056727035782,0.156111793712867,6,39
DB01592,2.21428571428571,0.599162523347051,0.725467744331868,2,10
DB12965,2.38571428571429,1.74132852643047,0.959186995677141,2,5
DB14488,2.21428571428571,0.557397214233912,0.71137196580015,2,10
DB14489,2.21428571428571,0.637516521657349,0.738105774145052,2,10
DB14490,2.21428571428571,0.480498531101054,0.684563526294227,2,10
DB14491,2.21428571428571,0.596102404384893,0.724446590978825,2,10
DB14501,2.21428571428571,0.820753136907721,0.794106551521614,2,10
DB04510,1.84285714285714,-1.36235577940255,0.0865428160594402,2,67.5
DB01717,2.04285714285714,-0.412250531959577,0.340077901328645,2,18
DB02459,2.82857142857143,2.52739000459529,0.994254309296543,1,4
DB04491,2.82857142857143,2.88339225975607,0.998032913991192,1,4
DB06503,2.82857142857143,2.0650867856316,0.980542605241568,1,4
DB00125,1.82857142857143,-1.08696505959812,0.138526125815202,1,47
DB00128,1.9047619047619,-1.18147504000127,0.118707031635788,3,34
DB00171,1.88571428571429,-1.27425602627121,0.101286347642503,2,39
DB00028,2.02857142857143,-0.20144997562563,0.420173370590705,1,23
DB01915,2,-0.801520759337621,0.211415115499415,3,23.3333333333333
DB06492,2.02857142857143,-0.145289266111824,0.442241244602437,1,23
DB01710,2.17142857142857,0.330997736102667,0.629676902204344,1,4
DB01826,2.17142857142857,0.0445744133188652,0.517776731201837,1,4
DB02073,2.15714285714286,0.291265054646825,0.614575694152264,2,6.5
DB02379,2.05714285714286,-0.328544544993469,0.371249984824187,2,13
DB02396,2.17142857142857,0.0966872938487229,0.538512634704593,1,4
DB02528,2.17142857142857,0.17873252238432,0.570926134407368,1,4
DB02646,2.17142857142857,0.265340989105802,0.60462660448456,1,4
DB02671,2.17142857142857,0.647984285348819,0.741502442843789,1,4
DB03366,2.03809523809524,-0.450815611197179,0.326061224448267,3,20
DB03385,2.17142857142857,0.225605601327923,0.589245908031998,1,4
DB03399,2.17142857142857,0.28801274086416,0.613331507041416,1,4
