"Gene.set","URL","universe.size","goi","goi.in.universe","pathway.size","no.overlap","k.over.K","pvalue","FDR","Overlapping Genes","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38"
"REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT",33727,74,38,22,0,0,0.0245037524277987,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BRAIN_DEVELOPMENT","http://www.broadinstitute.org/gsea/msigdb/cards/BRAIN_DEVELOPMENT",33727,74,38,51,0,0,0.0559125314873025,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANATOMICAL_STRUCTURE_FORMATION","http://www.broadinstitute.org/gsea/msigdb/cards/ANATOMICAL_STRUCTURE_FORMATION",33727,74,38,56,0,0,0.0612273807689638,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMMUNE_EFFECTOR_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/IMMUNE_EFFECTOR_PROCESS",33727,74,38,38,0,0,0.0419564362565834,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CELL_CELL_SIGNALING","http://www.broadinstitute.org/gsea/msigdb/cards/CELL_CELL_SIGNALING",33727,74,38,404,2,0.00495049504950495,0.0105526749512523,1,"SLC1A3","AGT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ORGAN_MORPHOGENESIS","http://www.broadinstitute.org/gsea/msigdb/cards/ORGAN_MORPHOGENESIS",33727,74,38,144,1,0.00694444444444444,0.011508505119645,1,"DCN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DETECTION_OF_CHEMICAL_STIMULUS","http://www.broadinstitute.org/gsea/msigdb/cards/DETECTION_OF_CHEMICAL_STIMULUS",33727,74,38,18,0,0,0.0200924413548176,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY","http://www.broadinstitute.org/gsea/msigdb/cards/POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY",33727,74,38,55,1,0.0181818181818182,0.00176771318631109,1,"BBC3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S_PHASE","http://www.broadinstitute.org/gsea/msigdb/cards/S_PHASE",33727,74,38,14,0,0,0.0156617090741821,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POSITIVE_REGULATION_OF_MAP_KINASE_ACTIVITY","http://www.broadinstitute.org/gsea/msigdb/cards/POSITIVE_REGULATION_OF_MAP_KINASE_ACTIVITY",33727,74,38,47,1,0.0212765957446809,0.00129412531228416,1,"CD81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AMINO_ACID_CATABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/AMINO_ACID_CATABOLIC_PROCESS",33727,74,38,25,0,0,0.0277995404101296,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CELL_CYCLE_CHECKPOINT_GO_0000075","http://www.broadinstitute.org/gsea/msigdb/cards/CELL_CYCLE_CHECKPOINT_GO_0000075",33727,74,38,48,0,0,0.0527095709531857,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MITOCHONDRIAL_MEMBRANE_ORGANIZATION_AND_BIOGENESIS","http://www.broadinstitute.org/gsea/msigdb/cards/MITOCHONDRIAL_MEMBRANE_ORGANIZATION_AND_BIOGENESIS",33727,74,38,11,0,0,0.0123258646694958,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION","http://www.broadinstitute.org/gsea/msigdb/cards/POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION",33727,74,38,13,0,0,0.0145509816999339,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POSITIVE_REGULATION_OF_CELLULAR_PROTEIN_METABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/POSITIVE_REGULATION_OF_CELLULAR_PROTEIN_METABOLIC_PROCESS",33727,74,38,73,1,0.0136986301369863,0.00308865018981821,1,"CD81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CELLULAR_CARBOHYDRATE_METABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/CELLULAR_CARBOHYDRATE_METABOLIC_PROCESS",33727,74,38,126,1,0.00793650793650794,0.00891488461218447,1,"CHST12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CELL_RECOGNITION","http://www.broadinstitute.org/gsea/msigdb/cards/CELL_RECOGNITION",33727,74,38,19,0,0,0.0211970866195401,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DNA_REPLICATION_INITIATION","http://www.broadinstitute.org/gsea/msigdb/cards/DNA_REPLICATION_INITIATION",33727,74,38,16,0,0,0.0178795080562852,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PEPTIDE_METABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/PEPTIDE_METABOLIC_PROCESS",33727,74,38,10,0,0,0.0112114724030221,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_MYELOID_CELL_DIFFERENTIATION","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_MYELOID_CELL_DIFFERENTIATION",33727,74,38,19,0,0,0.0211970866195401,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DEFENSE_RESPONSE_TO_VIRUS","http://www.broadinstitute.org/gsea/msigdb/cards/DEFENSE_RESPONSE_TO_VIRUS",33727,74,38,12,0,0,0.0134390339998599,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_PH","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_PH",33727,74,38,13,0,0,0.0145509816999339,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MYELOID_LEUKOCYTE_DIFFERENTIATION","http://www.broadinstitute.org/gsea/msigdb/cards/MYELOID_LEUKOCYTE_DIFFERENTIATION",33727,74,38,15,0,0,0.0167712174257141,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CHROMOSOME_SEGREGATION","http://www.broadinstitute.org/gsea/msigdb/cards/CHROMOSOME_SEGREGATION",33727,74,38,32,0,0,0.0354476051055022,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_CHROMOSOME_ORGANIZATION_AND_BIOGENESIS","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_CHROMOSOME_ORGANIZATION_AND_BIOGENESIS",33727,74,38,10,0,0,0.0112114724030221,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANION_TRANSPORT","http://www.broadinstitute.org/gsea/msigdb/cards/ANION_TRANSPORT",33727,74,38,31,0,0,0.034358622070087,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROTEIN_POLYMERIZATION","http://www.broadinstitute.org/gsea/msigdb/cards/PROTEIN_POLYMERIZATION",33727,74,38,19,0,0,0.0211970866195401,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LEUKOCYTE_ACTIVATION","http://www.broadinstitute.org/gsea/msigdb/cards/LEUKOCYTE_ACTIVATION",33727,74,38,69,0,0,0.0749100131264858,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTERLEUKIN_1_SECRETION","http://www.broadinstitute.org/gsea/msigdb/cards/INTERLEUKIN_1_SECRETION",33727,74,38,10,0,0,0.0112114724030221,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ALCOHOL_METABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/ALCOHOL_METABOLIC_PROCESS",33727,74,38,88,0,0,0.0945590283848327,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FEEDING_BEHAVIOR","http://www.broadinstitute.org/gsea/msigdb/cards/FEEDING_BEHAVIOR",33727,74,38,24,0,0,0.026702150911706,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TRNA_METABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/TRNA_METABOLIC_PROCESS",33727,74,38,19,0,0,0.0211970866195401,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELECTRON_TRANSPORT_GO_0006118","http://www.broadinstitute.org/gsea/msigdb/cards/ELECTRON_TRANSPORT_GO_0006118",33727,74,38,51,0,0,0.0559125314873025,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ADAPTIVE_IMMUNE_RESPONSE_GO_0002460","http://www.broadinstitute.org/gsea/msigdb/cards/ADAPTIVE_IMMUNE_RESPONSE_GO_0002460",33727,74,38,24,0,0,0.026702150911706,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTERLEUKIN_2_PRODUCTION","http://www.broadinstitute.org/gsea/msigdb/cards/INTERLEUKIN_2_PRODUCTION",33727,74,38,11,0,0,0.0123258646694958,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POSITIVE_REGULATION_OF_DEFENSE_RESPONSE","http://www.broadinstitute.org/gsea/msigdb/cards/POSITIVE_REGULATION_OF_DEFENSE_RESPONSE",33727,74,38,10,0,0,0.0112114724030221,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B_CELL_DIFFERENTIATION","http://www.broadinstitute.org/gsea/msigdb/cards/B_CELL_DIFFERENTIATION",33727,74,38,12,0,0,0.0134390339998599,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_HOMEOSTATIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_HOMEOSTATIC_PROCESS",33727,74,38,14,0,0,0.0156617090741821,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"METAL_ION_TRANSPORT","http://www.broadinstitute.org/gsea/msigdb/cards/METAL_ION_TRANSPORT",33727,74,38,117,0,0,0.123768506880148,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ENDOTHELIAL_CELL_PROLIFERATION","http://www.broadinstitute.org/gsea/msigdb/cards/ENDOTHELIAL_CELL_PROLIFERATION",33727,74,38,12,0,0,0.0134390339998599,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEUROPEPTIDE_SIGNALING_PATHWAY","http://www.broadinstitute.org/gsea/msigdb/cards/NEUROPEPTIDE_SIGNALING_PATHWAY",33727,74,38,14,0,0,0.0156617090741821,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACTIN_POLYMERIZATION_AND_OR_DEPOLYMERIZATION","http://www.broadinstitute.org/gsea/msigdb/cards/ACTIN_POLYMERIZATION_AND_OR_DEPOLYMERIZATION",33727,74,38,23,0,0,0.0256035553474767,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INFLAMMATORY_RESPONSE","http://www.broadinstitute.org/gsea/msigdb/cards/INFLAMMATORY_RESPONSE",33727,74,38,129,0,0,0.135584956252965,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEGATIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT","http://www.broadinstitute.org/gsea/msigdb/cards/NEGATIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT",33727,74,38,11,0,0,0.0123258646694958,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROTEIN_EXPORT_FROM_NUCLEUS","http://www.broadinstitute.org/gsea/msigdb/cards/PROTEIN_EXPORT_FROM_NUCLEUS",33727,74,38,12,0,0,0.0134390339998599,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACTIVATION_OF_IMMUNE_RESPONSE","http://www.broadinstitute.org/gsea/msigdb/cards/ACTIVATION_OF_IMMUNE_RESPONSE",33727,74,38,17,0,0,0.0189865822663018,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RESPONSE_TO_STRESS","http://www.broadinstitute.org/gsea/msigdb/cards/RESPONSE_TO_STRESS",33727,74,38,508,3,0.00590551181102362,0.0025030648039533,1,"SRXN1","TOR1B","SQSTM1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS_AND_ASSEMBLY","http://www.broadinstitute.org/gsea/msigdb/cards/RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS_AND_ASSEMBLY",33727,74,38,86,0,0,0.0925100015753214,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CELLULAR_CATION_HOMEOSTASIS","http://www.broadinstitute.org/gsea/msigdb/cards/CELLULAR_CATION_HOMEOSTASIS",33727,74,38,106,0,0,0.11279869579314,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROTEIN_COMPLEX_DISASSEMBLY","http://www.broadinstitute.org/gsea/msigdb/cards/PROTEIN_COMPLEX_DISASSEMBLY",33727,74,38,14,0,0,0.0156617090741821,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MITOCHONDRION_ORGANIZATION_AND_BIOGENESIS","http://www.broadinstitute.org/gsea/msigdb/cards/MITOCHONDRION_ORGANIZATION_AND_BIOGENESIS",33727,74,38,48,1,0.0208333333333333,0.00134943354811542,1,"BBC3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CIRCADIAN_RHYTHM","http://www.broadinstitute.org/gsea/msigdb/cards/CIRCADIAN_RHYTHM",33727,74,38,14,0,0,0.0156617090741821,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RNA_PROCESSING","http://www.broadinstitute.org/gsea/msigdb/cards/RNA_PROCESSING",33727,74,38,173,1,0.00578034682080925,0.0162938880119176,1,"CPSF3L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B_CELL_ACTIVATION","http://www.broadinstitute.org/gsea/msigdb/cards/B_CELL_ACTIVATION",33727,74,38,20,0,0,0.0223005193568264,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EXTRACELLULAR_STRUCTURE_ORGANIZATION_AND_BIOGENESIS","http://www.broadinstitute.org/gsea/msigdb/cards/EXTRACELLULAR_STRUCTURE_ORGANIZATION_AND_BIOGENESIS",33727,74,38,32,0,0,0.0354476051055022,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTERLEUKIN_8_PRODUCTION","http://www.broadinstitute.org/gsea/msigdb/cards/INTERLEUKIN_8_PRODUCTION",33727,74,38,12,0,0,0.0134390339998599,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DNA_CATABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/DNA_CATABOLIC_PROCESS",33727,74,38,23,0,0,0.0256035553474767,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROTEIN_IMPORT_INTO_NUCLEUS","http://www.broadinstitute.org/gsea/msigdb/cards/PROTEIN_IMPORT_INTO_NUCLEUS",33727,74,38,48,0,0,0.0527095709531857,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_CELL_DIFFERENTIATION","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_CELL_DIFFERENTIATION",33727,74,38,60,1,0.0166666666666667,0.00209951262335482,1,"PPARG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SENSORY_PERCEPTION","http://www.broadinstitute.org/gsea/msigdb/cards/SENSORY_PERCEPTION",33727,74,38,190,0,0,0.193293400106422,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROTEIN_RNA_COMPLEX_ASSEMBLY","http://www.broadinstitute.org/gsea/msigdb/cards/PROTEIN_RNA_COMPLEX_ASSEMBLY",33727,74,38,67,0,0,0.0728177040255216,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VACUOLE_ORGANIZATION_AND_BIOGENESIS","http://www.broadinstitute.org/gsea/msigdb/cards/VACUOLE_ORGANIZATION_AND_BIOGENESIS",33727,74,38,12,0,0,0.0134390339998599,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POSITIVE_REGULATION_OF_CYTOKINE_SECRETION","http://www.broadinstitute.org/gsea/msigdb/cards/POSITIVE_REGULATION_OF_CYTOKINE_SECRETION",33727,74,38,10,0,0,0.0112114724030221,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION","http://www.broadinstitute.org/gsea/msigdb/cards/ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION",33727,74,38,18,0,0,0.0200924413548176,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VACUOLAR_TRANSPORT","http://www.broadinstitute.org/gsea/msigdb/cards/VACUOLAR_TRANSPORT",33727,74,38,13,0,0,0.0145509816999339,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CALCIUM_INDEPENDENT_CELL_CELL_ADHESION","http://www.broadinstitute.org/gsea/msigdb/cards/CALCIUM_INDEPENDENT_CELL_CELL_ADHESION",33727,74,38,22,0,0,0.0245037524277987,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHOSPHOINOSITIDE_MEDIATED_SIGNALING","http://www.broadinstitute.org/gsea/msigdb/cards/PHOSPHOINOSITIDE_MEDIATED_SIGNALING",33727,74,38,48,0,0,0.0527095709531857,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROTEIN_TARGETING_TO_MEMBRANE","http://www.broadinstitute.org/gsea/msigdb/cards/PROTEIN_TARGETING_TO_MEMBRANE",33727,74,38,12,0,0,0.0134390339998599,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NUCLEAR_EXPORT","http://www.broadinstitute.org/gsea/msigdb/cards/NUCLEAR_EXPORT",33727,74,38,33,0,0,0.0365353923441425,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_ORGANELLE_ORGANIZATION_AND_BIOGENESIS","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_ORGANELLE_ORGANIZATION_AND_BIOGENESIS",33727,74,38,40,0,0,0.0441165278593516,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MORPHOGENESIS_OF_AN_EPITHELIUM","http://www.broadinstitute.org/gsea/msigdb/cards/MORPHOGENESIS_OF_AN_EPITHELIUM",33727,74,38,16,0,0,0.0178795080562852,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEUTRAL_AMINO_ACID_TRANSPORT","http://www.broadinstitute.org/gsea/msigdb/cards/NEUTRAL_AMINO_ACID_TRANSPORT",33727,74,38,10,0,0,0.0112114724030221,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AMINE_CATABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/AMINE_CATABOLIC_PROCESS",33727,74,38,27,0,0,0.0299907063614281,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CELLULAR_MONOVALENT_INORGANIC_CATION_HOMEOSTASIS","http://www.broadinstitute.org/gsea/msigdb/cards/CELLULAR_MONOVALENT_INORGANIC_CATION_HOMEOSTASIS",33727,74,38,11,0,0,0.0123258646694958,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RESPONSE_TO_BACTERIUM","http://www.broadinstitute.org/gsea/msigdb/cards/RESPONSE_TO_BACTERIUM",33727,74,38,31,0,0,0.034358622070087,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CELLULAR_COMPONENT_ASSEMBLY","http://www.broadinstitute.org/gsea/msigdb/cards/CELLULAR_COMPONENT_ASSEMBLY",33727,74,38,298,0,0,0.286400063771771,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMMUNE_RESPONSE","http://www.broadinstitute.org/gsea/msigdb/cards/IMMUNE_RESPONSE",33727,74,38,235,2,0.00851063829787234,0.00235337057393702,1,"FCGRT","TCF7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HEMOPOIETIC_OR_LYMPHOID_ORGAN_DEVELOPMENT","http://www.broadinstitute.org/gsea/msigdb/cards/HEMOPOIETIC_OR_LYMPHOID_ORGAN_DEVELOPMENT",33727,74,38,77,0,0,0.0832333718045576,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_JNK_CASCADE","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_JNK_CASCADE",33727,74,38,12,0,0,0.0134390339998599,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_CATABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_CATABOLIC_PROCESS",33727,74,38,16,0,0,0.0178795080562852,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BIOPOLYMER_BIOSYNTHETIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/BIOPOLYMER_BIOSYNTHETIC_PROCESS",33727,74,38,14,0,0,0.0156617090741821,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GROWTH","http://www.broadinstitute.org/gsea/msigdb/cards/GROWTH",33727,74,38,77,1,0.012987012987013,0.00342915456420799,1,"BBC3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANGIOGENESIS","http://www.broadinstitute.org/gsea/msigdb/cards/ANGIOGENESIS",33727,74,38,48,0,0,0.0527095709531857,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEGATIVE_REGULATION_OF_PHOSPHORYLATION","http://www.broadinstitute.org/gsea/msigdb/cards/NEGATIVE_REGULATION_OF_PHOSPHORYLATION",33727,74,38,12,0,0,0.0134390339998599,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POSITIVE_REGULATION_OF_TRANSCRIPTION_FACTOR_ACTIVITY","http://www.broadinstitute.org/gsea/msigdb/cards/POSITIVE_REGULATION_OF_TRANSCRIPTION_FACTOR_ACTIVITY",33727,74,38,24,0,0,0.026702150911706,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEGATIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION_AND_BIOGENESIS","http://www.broadinstitute.org/gsea/msigdb/cards/NEGATIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION_AND_BIOGENESIS",33727,74,38,29,0,0,0.0321770634917445,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROTEIN_CATABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/PROTEIN_CATABOLIC_PROCESS",33727,74,38,69,1,0.0144927536231884,0.00276504582681143,1,"SQSTM1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGING","http://www.broadinstitute.org/gsea/msigdb/cards/AGING",33727,74,38,13,0,0,0.0145509816999339,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EMBRYO_IMPLANTATION","http://www.broadinstitute.org/gsea/msigdb/cards/EMBRYO_IMPLANTATION",33727,74,38,14,0,0,0.0156617090741821,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROTEOLYSIS","http://www.broadinstitute.org/gsea/msigdb/cards/PROTEOLYSIS",33727,74,38,191,2,0.0104712041884817,0.00130342670579241,1,"ATP6AP2","SQSTM1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SECONDARY_METABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/SECONDARY_METABOLIC_PROCESS",33727,74,38,26,0,0,0.0288957251310485,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PYRIMIDINE_NUCLEOTIDE_METABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/PYRIMIDINE_NUCLEOTIDE_METABOLIC_PROCESS",33727,74,38,10,0,0,0.0112114724030221,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VITAMIN_METABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/VITAMIN_METABOLIC_PROCESS",33727,74,38,17,0,0,0.0189865822663018,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MEMBRANE_ORGANIZATION_AND_BIOGENESIS","http://www.broadinstitute.org/gsea/msigdb/cards/MEMBRANE_ORGANIZATION_AND_BIOGENESIS",33727,74,38,135,0,0,0.141434851526162,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MAINTENANCE_OF_LOCALIZATION","http://www.broadinstitute.org/gsea/msigdb/cards/MAINTENANCE_OF_LOCALIZATION",33727,74,38,22,0,0,0.0245037524277987,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_ANGIOGENESIS","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_ANGIOGENESIS",33727,74,38,26,0,0,0.0288957251310485,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTERCELLULAR_JUNCTION_ASSEMBLY_AND_MAINTENANCE","http://www.broadinstitute.org/gsea/msigdb/cards/INTERCELLULAR_JUNCTION_ASSEMBLY_AND_MAINTENANCE",33727,74,38,13,0,0,0.0145509816999339,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SYNAPTIC_TRANSMISSION","http://www.broadinstitute.org/gsea/msigdb/cards/SYNAPTIC_TRANSMISSION",33727,74,38,174,1,0.00574712643678161,0.0164717591993274,1,"SLC1A3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACTIN_FILAMENT_POLYMERIZATION","http://www.broadinstitute.org/gsea/msigdb/cards/ACTIN_FILAMENT_POLYMERIZATION",33727,74,38,14,0,0,0.0156617090741821,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
