"Gene.set","URL","universe.size","goi","goi.in.universe","pathway.size","no.overlap","k.over.K","pvalue","FDR","Overlapping Genes","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38"
"TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY","http://www.broadinstitute.org/gsea/msigdb/cards/TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY",33727,74,38,47,0,0,0.05163956809058,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HUMORAL_IMMUNE_RESPONSE","http://www.broadinstitute.org/gsea/msigdb/cards/HUMORAL_IMMUNE_RESPONSE",33727,74,38,32,0,0,0.0354476051055022,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MALE_GONAD_DEVELOPMENT","http://www.broadinstitute.org/gsea/msigdb/cards/MALE_GONAD_DEVELOPMENT",33727,74,38,12,0,0,0.0134390339998599,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DNA_DAMAGE_RESPONSESIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR","http://www.broadinstitute.org/gsea/msigdb/cards/DNA_DAMAGE_RESPONSESIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR",33727,74,38,13,0,0,0.0145509816999339,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NUCLEOTIDE_METABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/NUCLEOTIDE_METABOLIC_PROCESS",33727,74,38,42,0,0,0.0462718770097261,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CELLULAR_CARBOHYDRATE_CATABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/CELLULAR_CARBOHYDRATE_CATABOLIC_PROCESS",33727,74,38,23,0,0,0.0256035553474767,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G_PROTEIN_COUPLED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY","http://www.broadinstitute.org/gsea/msigdb/cards/G_PROTEIN_COUPLED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY",33727,74,38,342,0,0,0.321255100352694,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTERPHASE_OF_MITOTIC_CELL_CYCLE","http://www.broadinstitute.org/gsea/msigdb/cards/INTERPHASE_OF_MITOTIC_CELL_CYCLE",33727,74,38,62,1,0.0161290322580645,0.00223985987673167,1,"BCAT1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROTEIN_TRANSPORT","http://www.broadinstitute.org/gsea/msigdb/cards/PROTEIN_TRANSPORT",33727,74,38,157,0,0,0.162556492260338,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TRANSLATION","http://www.broadinstitute.org/gsea/msigdb/cards/TRANSLATION",33727,74,38,180,0,0,0.184097088821863,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POSITIVE_REGULATION_OF_MAPKKK_CASCADE","http://www.broadinstitute.org/gsea/msigdb/cards/POSITIVE_REGULATION_OF_MAPKKK_CASCADE",33727,74,38,11,0,0,0.0123258646694958,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CYTOSKELETON_DEPENDENT_INTRACELLULAR_TRANSPORT","http://www.broadinstitute.org/gsea/msigdb/cards/CYTOSKELETON_DEPENDENT_INTRACELLULAR_TRANSPORT",33727,74,38,26,0,0,0.0288957251310485,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POSITIVE_REGULATION_OF_DNA_BINDING","http://www.broadinstitute.org/gsea/msigdb/cards/POSITIVE_REGULATION_OF_DNA_BINDING",33727,74,38,26,0,0,0.0288957251310485,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CATABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/CATABOLIC_PROCESS",33727,74,38,225,1,0.00444444444444444,0.026608564551062,1,"SQSTM1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROTEIN_IMPORT_INTO_NUCLEUS_TRANSLOCATION","http://www.broadinstitute.org/gsea/msigdb/cards/PROTEIN_IMPORT_INTO_NUCLEUS_TRANSLOCATION",33727,74,38,11,0,0,0.0123258646694958,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HORMONE_METABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/HORMONE_METABOLIC_PROCESS",33727,74,38,32,0,0,0.0354476051055022,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_PROTEIN_SECRETION","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_PROTEIN_SECRETION",33727,74,38,22,0,0,0.0245037524277987,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POSITIVE_REGULATION_OF_SECRETION","http://www.broadinstitute.org/gsea/msigdb/cards/POSITIVE_REGULATION_OF_SECRETION",33727,74,38,20,0,0,0.0223005193568264,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTERFERON_GAMMA_BIOSYNTHETIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/INTERFERON_GAMMA_BIOSYNTHETIC_PROCESS",33727,74,38,12,0,0,0.0134390339998599,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROTEIN_LOCALIZATION","http://www.broadinstitute.org/gsea/msigdb/cards/PROTEIN_LOCALIZATION",33727,74,38,214,2,0.00934579439252336,0.00180399312235991,1,"SQSTM1","CD81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CARBOHYDRATE_CATABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/CARBOHYDRATE_CATABOLIC_PROCESS",33727,74,38,24,0,0,0.026702150911706,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ADENYLATE_CYCLASE_ACTIVATION","http://www.broadinstitute.org/gsea/msigdb/cards/ADENYLATE_CYCLASE_ACTIVATION",33727,74,38,19,0,0,0.0211970866195401,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BASE_EXCISION_REPAIR","http://www.broadinstitute.org/gsea/msigdb/cards/BASE_EXCISION_REPAIR",33727,74,38,17,0,0,0.0189865822663018,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEURON_APOPTOSIS","http://www.broadinstitute.org/gsea/msigdb/cards/NEURON_APOPTOSIS",33727,74,38,17,0,0,0.0189865822663018,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DNA_PACKAGING","http://www.broadinstitute.org/gsea/msigdb/cards/DNA_PACKAGING",33727,74,38,35,0,0,0.0387073845403192,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CARBOHYDRATE_BIOSYNTHETIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/CARBOHYDRATE_BIOSYNTHETIC_PROCESS",33727,74,38,49,1,0.0204081632653061,0.00140585817723112,1,"CHST12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POTASSIUM_ION_TRANSPORT","http://www.broadinstitute.org/gsea/msigdb/cards/POTASSIUM_ION_TRANSPORT",33727,74,38,58,0,0,0.0633451532606499,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CYTOKINE_SECRETION","http://www.broadinstitute.org/gsea/msigdb/cards/CYTOKINE_SECRETION",33727,74,38,18,0,0,0.0200924413548176,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS",33727,74,38,151,1,0.00662251655629139,0.0125963825036056,1,"ATP6AP2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_PROTEIN_IMPORT_INTO_NUCLEUS","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_PROTEIN_IMPORT_INTO_NUCLEUS",33727,74,38,16,0,0,0.0178795080562852,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTERFERON_GAMMA_PRODUCTION","http://www.broadinstitute.org/gsea/msigdb/cards/INTERFERON_GAMMA_PRODUCTION",33727,74,38,14,0,0,0.0156617090741821,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MICROTUBULE_BASED_MOVEMENT","http://www.broadinstitute.org/gsea/msigdb/cards/MICROTUBULE_BASED_MOVEMENT",33727,74,38,16,0,0,0.0178795080562852,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_IMMUNE_SYSTEM_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_IMMUNE_SYSTEM_PROCESS",33727,74,38,67,0,0,0.0728177040255216,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_CYTOKINE_BIOSYNTHETIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_CYTOKINE_BIOSYNTHETIC_PROCESS",33727,74,38,38,0,0,0.0419564362565834,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPINDLE_ORGANIZATION_AND_BIOGENESIS","http://www.broadinstitute.org/gsea/msigdb/cards/SPINDLE_ORGANIZATION_AND_BIOGENESIS",33727,74,38,11,0,0,0.0123258646694958,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROTEIN_AMINO_ACID_DEPHOSPHORYLATION","http://www.broadinstitute.org/gsea/msigdb/cards/PROTEIN_AMINO_ACID_DEPHOSPHORYLATION",33727,74,38,63,0,0,0.0686192536227803,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY","http://www.broadinstitute.org/gsea/msigdb/cards/TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY",33727,74,38,83,0,0,0.0894279933040262,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DNA_FRAGMENTATION_DURING_APOPTOSIS","http://www.broadinstitute.org/gsea/msigdb/cards/DNA_FRAGMENTATION_DURING_APOPTOSIS",33727,74,38,13,0,0,0.0145509816999339,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HEME_METABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/HEME_METABOLIC_PROCESS",33727,74,38,11,0,0,0.0123258646694958,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CYCLIC_NUCLEOTIDE_MEDIATED_SIGNALING","http://www.broadinstitute.org/gsea/msigdb/cards/CYCLIC_NUCLEOTIDE_MEDIATED_SIGNALING",33727,74,38,102,0,0,0.108776613613774,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"STEROID_BIOSYNTHETIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/STEROID_BIOSYNTHETIC_PROCESS",33727,74,38,23,0,0,0.0256035553474767,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ION_TRANSPORT","http://www.broadinstitute.org/gsea/msigdb/cards/ION_TRANSPORT",33727,74,38,185,0,0,0.188707931932163,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RESPONSE_TO_DNA_DAMAGE_STIMULUS","http://www.broadinstitute.org/gsea/msigdb/cards/RESPONSE_TO_DNA_DAMAGE_STIMULUS",33727,74,38,162,0,0,0.167285830615968,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TRANSMISSION_OF_NERVE_IMPULSE","http://www.broadinstitute.org/gsea/msigdb/cards/TRANSMISSION_OF_NERVE_IMPULSE",33727,74,38,189,1,0.00529100529100529,0.0192390554515046,1,"SLC1A3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GENE_SILENCING","http://www.broadinstitute.org/gsea/msigdb/cards/GENE_SILENCING",33727,74,38,10,0,0,0.0112114724030221,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN","http://www.broadinstitute.org/gsea/msigdb/cards/TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN",33727,74,38,13,0,0,0.0145509816999339,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_IMMUNE_EFFECTOR_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_IMMUNE_EFFECTOR_PROCESS",33727,74,38,15,0,0,0.0167712174257141,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MITOCHONDRIAL_TRANSPORT","http://www.broadinstitute.org/gsea/msigdb/cards/MITOCHONDRIAL_TRANSPORT",33727,74,38,21,0,0,0.0234027408616901,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_PATHWAY","http://www.broadinstitute.org/gsea/msigdb/cards/STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_PATHWAY",33727,74,38,49,0,0,0.053778398302685,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_CELL_CYCLE","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_CELL_CYCLE",33727,74,38,182,1,0.00549450549450549,0.0179246642839733,1,"GTPBP4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CHROMATIN_ASSEMBLY_OR_DISASSEMBLY","http://www.broadinstitute.org/gsea/msigdb/cards/CHROMATIN_ASSEMBLY_OR_DISASSEMBLY",33727,74,38,26,0,0,0.0288957251310485,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CELL_MATURATION","http://www.broadinstitute.org/gsea/msigdb/cards/CELL_MATURATION",33727,74,38,16,0,0,0.0178795080562852,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION","http://www.broadinstitute.org/gsea/msigdb/cards/SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION",33727,74,38,89,0,0,0.0955818518017412,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CELLULAR_DEFENSE_RESPONSE","http://www.broadinstitute.org/gsea/msigdb/cards/CELLULAR_DEFENSE_RESPONSE",33727,74,38,58,0,0,0.0633451532606499,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_IMMUNE_RESPONSE","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_IMMUNE_RESPONSE",33727,74,38,33,0,0,0.0365353923441425,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RRNA_METABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/RRNA_METABOLIC_PROCESS",33727,74,38,16,0,0,0.0178795080562852,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY","http://www.broadinstitute.org/gsea/msigdb/cards/ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY",33727,74,38,28,0,0,0.031084485386896,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_RAS_GTPASE_ACTIVITY","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_RAS_GTPASE_ACTIVITY",33727,74,38,11,0,0,0.0123258646694958,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SENSORY_ORGAN_DEVELOPMENT","http://www.broadinstitute.org/gsea/msigdb/cards/SENSORY_ORGAN_DEVELOPMENT",33727,74,38,14,0,0,0.0156617090741821,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POSITIVE_REGULATION_OF_TRANSCRIPTION","http://www.broadinstitute.org/gsea/msigdb/cards/POSITIVE_REGULATION_OF_TRANSCRIPTION",33727,74,38,144,1,0.00694444444444444,0.011508505119645,1,"SQSTM1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UBIQUITIN_CYCLE","http://www.broadinstitute.org/gsea/msigdb/cards/UBIQUITIN_CYCLE",33727,74,38,48,1,0.0208333333333333,0.00134943354811542,1,"GTPBP4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GLUCOSAMINE_METABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/GLUCOSAMINE_METABOLIC_PROCESS",33727,74,38,13,0,0,0.0145509816999339,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT","http://www.broadinstitute.org/gsea/msigdb/cards/CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT",33727,74,38,123,0,0,0.129696258164623,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RNA_CATABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/RNA_CATABOLIC_PROCESS",33727,74,38,23,0,0,0.0256035553474767,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEGATIVE_REGULATION_OF_PHOSPHATE_METABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/NEGATIVE_REGULATION_OF_PHOSPHATE_METABOLIC_PROCESS",33727,74,38,13,0,0,0.0145509816999339,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEGATIVE_REGULATION_OF_BIOSYNTHETIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/NEGATIVE_REGULATION_OF_BIOSYNTHETIC_PROCESS",33727,74,38,30,0,0,0.0332684419589329,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MAINTENANCE_OF_PROTEIN_LOCALIZATION","http://www.broadinstitute.org/gsea/msigdb/cards/MAINTENANCE_OF_PROTEIN_LOCALIZATION",33727,74,38,13,0,0,0.0145509816999339,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
