Gene,logFC,logCPM,LR,PValue,FDR
IFNB1,7.720447151,-0.345083145,147.2803874,6.81E-34,1.79E-30
IFNL2,7.229739008,-0.629967701,160.025542,1.12E-36,5.88E-33
IFNL1,6.809977902,-0.575413352,173.7771742,1.11E-39,8.74E-36
IL6,6.643568904,0.731244136,53.7500096,2.28E-13,8.36E-11
CXCL11,6.282775086,3.842968398,68.89510187,1.04E-16,6.91E-14
RGS1,6.177076644,3.038863875,77.20728904,1.54E-18,1.87E-15
OOSP1,6.164776617,-1.531711311,120.7097886,4.42E-28,9.98E-25
GUCY2C,5.931827353,0.807202666,307.7413126,6.78E-69,1.07E-64
ZBP1,5.891719809,0.957859283,74.57869747,5.83E-18,5.41E-15
CABP5,5.890703154,-0.119317524,56.1317472,6.78E-14,2.74E-11
CXCL10,5.617017692,5.264121942,96.85529032,7.46E-23,1.31E-19
OASL,4.991691148,4.034732262,154.7600521,1.58E-35,6.24E-32
IFI44L,4.898312641,6.585153289,111.9401226,3.68E-26,7.27E-23
NPFFR2,4.808059955,0.370602676,41.65220605,1.09E-10,2.07E-08
PLA2G4C,4.749917841,1.991258359,54.93807768,1.24E-13,4.68E-11
CXCL9,4.661874197,-1.312676723,46.75464713,8.05E-12,1.99E-09
HS3ST2,4.398856833,-0.958295474,22.24264162,2.40E-06,7.50E-05
LOC105374118,4.325280739,-0.050467211,73.03102153,1.28E-17,1.12E-14
ANKRD1,4.246649825,3.331546453,34.72481384,3.80E-09,4.72E-07
PYGM,4.095820198,0.159058844,20.31814606,6.56E-06,0.000161324
IL10RA,4.07304739,-0.600978943,51.2236871,8.24E-13,2.71E-10
IFI6,3.971407046,7.369273512,71.44660547,2.85E-17,2.25E-14
IFIT1,3.955413609,7.436777936,72.07787442,2.07E-17,1.72E-14
ISG15,3.892157916,6.291812971,70.13852143,5.53E-17,4.16E-14
MX2,3.796857998,6.185407123,76.44862503,2.26E-18,2.38E-15
LOC107986959,3.754493334,0.408974412,26.48192196,2.66E-07,1.38E-05
IFIT2,3.695314885,7.278645775,84.31761757,4.21E-20,6.65E-17
FOSB,3.691477355,2.839862988,51.70976522,6.43E-13,2.16E-10
THSD7A,3.687225749,2.151559613,32.64760564,1.10E-08,1.03E-06
RSAD2,3.626430749,5.393639805,74.7058616,5.46E-18,5.39E-15
IFIT3,3.500722597,7.129015157,68.87371105,1.05E-16,6.91E-14
DNAH17,3.342490575,-0.170090875,55.87646579,7.72E-14,3.05E-11
HERC5,3.293785289,3.395077565,148.1238294,4.46E-34,1.41E-30
EGR2,3.256286469,2.951594698,28.38021247,9.97E-08,6.17E-06
LOC105369724,3.232434492,-0.940442398,11.24395385,0.000798828,0.005525196
BACH2,3.1947547,2.744886755,47.78956514,4.75E-12,1.31E-09
CMPK2,3.176034549,4.840808503,76.45884666,2.25E-18,2.38E-15
TNFSF13B,3.133580494,1.455576039,80.54622943,2.84E-19,3.74E-16
NR4A3,3.121525981,2.221401009,35.49936909,2.55E-09,3.36E-07
CXCL2,3.117988081,3.564327651,43.8578892,3.53E-11,8.20E-09
CACNA1I,3.086440023,-1.567803387,28.93476017,7.49E-08,4.93E-06
EDN1,3.069246852,3.51742302,62.20236925,3.10E-15,1.58E-12
DUOXA2,3.058990946,2.921724804,38.26206596,6.19E-10,9.48E-08
CREB5,3.033006003,2.560235313,35.77558084,2.21E-09,2.97E-07
GCM1,3.027186251,-0.939740717,49.3209527,2.17E-12,6.24E-10
FOS,2.988145704,6.180747523,49.78214552,1.72E-12,5.12E-10
LOC108783645,2.924611072,-0.091968182,38.95160706,4.34E-10,6.86E-08
TNFRSF1B,2.909509902,-1.452448936,20.2094881,6.94E-06,0.000169171
CD70,2.84209642,-0.739671692,18.31617209,1.87E-05,0.000349446
RASD1,2.798024441,-0.649577857,40.85791757,1.64E-10,2.84E-08
AIM2,2.793850648,-0.502335953,28.03395919,1.19E-07,7.16E-06
IFITM1,2.76014585,6.851979288,60.79637627,6.33E-15,3.12E-12
ITGAM,2.748570565,1.138449256,28.54176647,9.17E-08,5.82E-06
PTGS2,2.719560488,4.608307048,30.98817764,2.60E-08,2.15E-06
CCN1,2.652235436,6.031808553,49.55921991,1.92E-12,5.63E-10
HDAC9,2.639877559,5.902684072,35.63067728,2.39E-09,3.17E-07
EPSTI1,2.591551634,4.758200465,58.40664941,2.13E-14,9.90E-12
CCL5,2.579546994,0.047120882,34.23661093,4.88E-09,5.74E-07
RELN,2.567705104,-1.025031571,23.20505929,1.46E-06,5.20E-05
OAS3,2.558176463,7.139894217,56.71698826,5.03E-14,2.09E-11
XAF1,2.547050859,6.286024751,83.16082463,7.56E-20,1.09E-16
SPDYA,2.542651356,0.679486258,53.15297858,3.09E-13,1.11E-10
TNFAIP3,2.537393435,6.989996649,65.6076472,5.50E-16,3.34E-13
CSF3,2.488848173,2.859713296,15.17464247,9.80E-05,0.00122467
CSF1,2.487273231,3.855591878,42.67797669,6.45E-11,1.32E-08
NR1D1,2.466510529,4.795138661,43.15714082,5.05E-11,1.09E-08
SYT14,2.464718046,-0.707845261,6.994622238,0.008175496,0.03064162
CHRNA1,2.432728707,-0.43123602,7.559390334,0.005969818,0.024139453
IL32,2.42706476,4.348564673,25.19919857,5.17E-07,2.27E-05
BEST3,2.415090306,0.162576008,52.14107882,5.17E-13,1.77E-10
EGR1,2.401957057,7.00395054,63.59045573,1.53E-15,8.34E-13
LOC105378075,2.363746494,-0.422538111,35.76974434,2.22E-09,2.97E-07
FAP,2.360044141,4.525915298,14.58981292,0.000133635,0.001520988
TNFSF14,2.350348092,0.870717015,18.76276524,1.48E-05,0.000300125
APOBEC3A,2.339890809,1.673771563,27.64923059,1.45E-07,8.51E-06
WDFY4,2.261390313,0.595698166,28.59370021,8.93E-08,5.73E-06
MX1,2.256853447,7.995862348,46.7829089,7.93E-12,1.99E-09
DUSP8,2.256591837,3.505000309,43.56725181,4.10E-11,9.11E-09
NR4A1,2.256062887,2.463696934,48.15893711,3.93E-12,1.11E-09
IKZF3,2.24202308,-0.183534555,33.83356088,6.00E-09,6.72E-07
LOC105374003,2.189655696,0.262013669,6.173264093,0.01296951,0.043518258
GDF15,2.18366139,6.309380278,29.77647534,4.85E-08,3.42E-06
IDO1,2.176815084,7.021808764,18.79833421,1.45E-05,0.000295338
NCF1,2.17591458,0.784495029,21.8911778,2.89E-06,8.58E-05
MYPN,2.166675798,-1.183569084,12.8821741,0.000331727,0.002950465
EBI3,2.1553346,1.023981372,8.860846356,0.002913525,0.014290747
THBS1,2.155142945,7.082894656,37.61466524,8.62E-10,1.26E-07
KMO,2.153536848,3.122102028,28.30694417,1.04E-07,6.36E-06
TXK,2.124673282,-0.816427288,18.58056241,1.63E-05,0.00032075
NID1,2.121956851,3.422713175,21.03300155,4.51E-06,0.000120848
OAS2,2.107819141,7.505800518,66.48368805,3.53E-16,2.23E-13
IFI44,2.102482353,6.549375278,69.43956998,7.88E-17,5.66E-14
FOSL1,2.098364384,2.643948435,19.75641933,8.80E-06,0.000202526
CXorf49B,2.079922601,-0.231509808,29.4594673,5.71E-08,3.92E-06
KLHDC7B,2.070224257,4.926737933,35.21584027,2.95E-09,3.79E-07
TG,2.061377845,1.088063163,33.31603426,7.83E-09,7.88E-07
LAG3,2.053514518,1.410665353,18.38291723,1.81E-05,0.000343057
LAMP3,2.049724637,4.807297893,34.02317638,5.45E-09,6.19E-07
LOC105371082,2.039151645,-1.203468226,23.1947093,1.46E-06,5.20E-05
JUN,2.032147809,7.911840129,39.41453398,3.43E-10,5.58E-08
LINC01235,2.031906333,-2.519366712,6.110010163,0.013441836,0.044582182
MYRFL,2.031803708,2.484798788,28.29613231,1.04E-07,6.37E-06
MSX1,2.026069635,-1.272524507,10.67433681,0.001086321,0.006903975
ADAMTS9,2.012575095,1.143244831,24.08097265,9.24E-07,3.67E-05
SOCS1,2.00037041,-0.021924123,25.27777606,4.96E-07,2.20E-05
NCF1C,1.986796018,-1.456110875,14.17350789,0.000166701,0.00179596
PLAU,1.980588951,6.876663314,29.34183762,6.07E-08,4.13E-06
TNF,1.9798808,-0.854683234,10.77628255,0.00102809,0.006635736
FGF2,1.975097832,-0.137311269,12.86180512,0.000335357,0.002975633
CYP26B1,1.966779632,0.482052744,13.18153982,0.00028272,0.002620164
IFI27,1.947267096,7.742894559,34.10873179,5.21E-09,6.01E-07
OAS1,1.943414285,6.553378781,43.11529652,5.16E-11,1.10E-08
IFITM3,1.939568925,7.296230037,36.91700042,1.23E-09,1.72E-07
MYO16,1.919280335,0.200401423,30.05428166,4.20E-08,3.07E-06
NCF1B,1.898470497,-1.050356886,11.83688832,0.000580688,0.004337031
MEG3,1.892880899,-1.149806532,7.135541692,0.007557081,0.028823299
ANKRD33B,1.892480013,1.87691409,29.47054777,5.68E-08,3.92E-06
LATS2,1.886394505,4.406052392,46.9207691,7.39E-12,1.95E-09
BATF2,1.866877189,2.452698985,24.82184772,6.29E-07,2.63E-05
CXCL3,1.853513908,3.806744403,20.27683862,6.70E-06,0.000164484
DDX58,1.851535435,6.123145476,56.78471916,4.86E-14,2.08E-11
HSPA6,1.849281432,1.341546901,17.10107734,3.54E-05,0.000570616
HERC6,1.83808641,6.309208439,56.77901223,4.88E-14,2.08E-11
HSH2D,1.813616311,3.985704774,50.08765051,1.47E-12,4.47E-10
GEM,1.806521929,1.360117933,27.15137109,1.88E-07,1.02E-05
CSRNP1,1.800560607,4.061408117,46.778223,7.95E-12,1.99E-09
TCIM,1.796535052,3.832457424,21.51953721,3.50E-06,9.96E-05
FERMT3,1.787357116,0.140537361,37.30452645,1.01E-09,1.45E-07
HIVEP2,1.782566078,6.669664973,31.24215877,2.28E-08,1.93E-06
DDX60L,1.770701451,5.734076169,65.41868387,6.06E-16,3.54E-13
IFIH1,1.758855403,5.688541301,59.56130873,1.19E-14,5.67E-12
FRMD3,1.755699541,1.927483357,36.09584994,1.88E-09,2.58E-07
CBARP,1.751749522,0.196171633,24.77186642,6.45E-07,2.68E-05
RELB,1.747196415,3.762828129,43.05849016,5.31E-11,1.12E-08
ISG20,1.740518387,4.354113282,41.89326007,9.64E-11,1.88E-08
LCAT,1.739723625,1.953067614,27.43585968,1.62E-07,9.10E-06
SNAI1,1.73640874,-1.051164002,14.9716294,0.00010914,0.001313837
SLC15A3,1.728911349,2.473745557,27.27096186,1.77E-07,9.77E-06
DDX60,1.727204578,6.111487733,63.96030466,1.27E-15,7.16E-13
CD83,1.708541223,1.188243383,32.66882864,1.09E-08,1.03E-06
CXCL8,1.697722078,7.076647501,33.80651605,6.09E-09,6.75E-07
ATF3,1.688738014,6.345056805,40.91383776,1.59E-10,2.79E-08
TIAM2,1.676735942,0.510160975,19.59055472,9.59E-06,0.000216783
IL17C,1.674923804,-1.672636214,9.006644471,0.002689998,0.013507664
NLRC5,1.674714783,3.567689327,57.60147098,3.21E-14,1.45E-11
DDIT3,1.662556994,4.849341735,37.62232137,8.59E-10,1.26E-07
SAMD4A,1.64913149,3.516625722,27.53356151,1.54E-07,8.77E-06
BST2,1.648757546,6.203804962,29.20863928,6.50E-08,4.37E-06
LOC105372942,1.636220532,1.021967827,32.09257043,1.47E-08,1.33E-06
NFKBIA,1.619613663,6.879523689,41.27923509,1.32E-10,2.45E-08
SAMD9L,1.607925028,6.386994911,50.30342567,1.32E-12,4.08E-10
SIRPB2,1.605549367,-1.230046744,15.6164168,7.76E-05,0.001028773
TAGAP,1.599997594,0.995806365,30.11629105,4.07E-08,2.99E-06
HELZ2,1.588605476,5.821397986,40.93463495,1.57E-10,2.79E-08
SUSD3,1.581730334,-1.045640745,17.53243101,2.82E-05,0.000482002
MICB,1.578625605,1.462811305,26.91347004,2.13E-07,1.14E-05
CPEB2,1.57566132,4.142788623,42.82671773,5.98E-11,1.24E-08
LOC105371692,1.556356354,-0.11030606,34.08804815,5.27E-09,6.03E-07
IRF7,1.552868723,4.816591112,45.18141671,1.80E-11,4.36E-09
CXCL13,1.549986398,0.372487334,11.0463584,0.000888616,0.005984988
IFI35,1.530138818,4.450332873,30.33782318,3.63E-08,2.78E-06
SPRY4,1.529927049,1.669901412,22.31785724,2.31E-06,7.35E-05
LOC107985780,1.522532138,0.319267178,18.42699132,1.77E-05,0.000339205
ZEB1,1.519978599,0.590729882,14.78292062,0.000120623,0.0014112
NEXN,1.512164487,1.914123074,9.084661753,0.002577622,0.013107197
THEMIS2,1.510973503,1.613056375,18.38448499,1.81E-05,0.000343057
GRIP2,1.507057119,0.32834836,10.32491305,0.001312464,0.007945267
LOC105373098,1.498901277,0.921906149,22.86443328,1.74E-06,5.93E-05
DUSP10,1.496695144,5.207273725,44.75226647,2.24E-11,5.27E-09
SEMA7A,1.479621347,2.381226392,19.43210889,1.04E-05,0.000228198
KRTAP5-AS1,1.468965863,1.516317923,22.52950853,2.07E-06,6.80E-05
ADM,1.46341543,3.048721512,29.38251785,5.94E-08,4.06E-06
EPGN,1.454538056,2.700345566,11.28288209,0.00078225,0.005452277
LOC105374985,1.442490908,3.232205297,25.71466862,3.96E-07,1.87E-05
WNK4,1.437916757,-0.262041795,34.45192119,4.37E-09,5.27E-07
PLAUR,1.425076014,3.007817083,21.69936272,3.19E-06,9.24E-05
PER1,1.424157504,6.691113822,18.99391914,1.31E-05,0.000273601
IRAK2,1.408709513,3.991725899,25.70389088,3.98E-07,1.88E-05
USP18,1.399853808,4.485518155,30.18759586,3.92E-08,2.91E-06
LOC107985050,1.395792652,-0.605111037,8.168177147,0.004263173,0.018781745
ZBTB10,1.393628643,4.932402165,22.49768627,2.10E-06,6.87E-05
ROBO2,1.391165072,0.334975529,29.8565704,4.65E-08,3.32E-06
TMEM140,1.389652636,3.169039309,22.29048403,2.34E-06,7.40E-05
USP41,1.386816952,-0.741089295,15.24146457,9.46E-05,0.00119247
POU2F2,1.381659079,1.956962249,12.49831745,0.000407319,0.003394824
CCL20,1.379597154,4.696703129,11.20845766,0.000814254,0.005610961
LSMEM1,1.378776315,0.550182085,32.7819441,1.03E-08,9.93E-07
MAFF,1.376498115,3.743670325,19.13091954,1.22E-05,0.000258402
ATP10A,1.37337909,1.13207803,23.2032984,1.46E-06,5.20E-05
RASGRP3,1.368823486,1.465722974,28.27504659,1.05E-07,6.42E-06
MIR6883,1.368037353,0.245005626,9.62881404,0.001915483,0.01058542
INA,1.362537357,1.409558271,9.404146614,0.002164953,0.011568538
KRT86,1.361756779,0.019264829,30.28802875,3.72E-08,2.83E-06
C2CD4B,1.361256176,-0.189271687,30.40377182,3.51E-08,2.75E-06
LRRC3,1.360914368,0.527948308,16.85761142,4.03E-05,0.000628196
RND1,1.357190448,1.517262585,18.56786672,1.64E-05,0.000321291
CARD17,1.355726775,0.341965833,38.38244672,5.82E-10,9.00E-08
TNIP3,1.348176647,2.536071335,6.295264692,0.012106094,0.041341329
ADM5,1.34707593,-0.32349167,22.77589968,1.82E-06,6.13E-05
STAT1,1.339781798,7.920552406,37.86416193,7.58E-10,1.15E-07
C2CD4A,1.326548037,1.399486085,9.646039383,0.001897603,0.010504991
NCOA7,1.320497334,6.814198971,30.27979825,3.74E-08,2.83E-06
LOC105375265,1.316888716,-1.492433073,8.590840008,0.003378581,0.01584362
PDE4C,1.313450854,0.61604142,10.1109676,0.001473896,0.00867314
KLF6,1.312610066,6.863371656,33.61786515,6.71E-09,7.16E-07
STRIP2,1.311348342,1.536645186,11.28941083,0.000779504,0.005438219
LOC107984251,1.308239685,0.891985401,29.09643674,6.89E-08,4.61E-06
CCDC68,1.301771744,2.800591509,19.09307407,1.24E-05,0.000261823
TICAM1,1.297974589,4.034408796,32.35053306,1.29E-08,1.18E-06
NFKBIZ,1.290773767,5.601407974,40.95901582,1.55E-10,2.79E-08
DUSP1,1.282596517,6.345226513,44.78711961,2.20E-11,5.26E-09
SIK1B,1.280237896,5.790674201,34.47453191,4.32E-09,5.25E-07
ETV7,1.276119766,2.927895837,34.79561582,3.66E-09,4.59E-07
NFKB2,1.274361764,4.908580265,33.66948038,6.53E-09,7.04E-07
SP110,1.270394161,4.883247602,33.26133598,8.06E-09,7.99E-07
GBP1P1,1.26549265,1.359164857,36.96522074,1.20E-09,1.70E-07
BHLHE41,1.260423319,4.62924569,23.50233703,1.25E-06,4.67E-05
FGF5,1.254917909,0.543231556,6.040001107,0.013985275,0.045969499
MLKL,1.254791119,2.518430887,29.85135433,4.66E-08,3.32E-06
SIK1,1.248695038,2.27725851,30.74360089,2.94E-08,2.37E-06
PDCD1LG2,1.244790181,0.861866337,9.912745839,0.00164138,0.009372366
FILIP1L,1.240296409,3.415363241,11.97176686,0.000540127,0.004121143
FGD2,1.238966775,0.888881787,16.09313839,6.03E-05,0.000861132
MAPK8IP2,1.23578751,1.004993493,20.72832762,5.29E-06,0.000137038
LOC105379548,1.232820491,1.074218976,17.21050264,3.35E-05,0.000546472
SLC1A2,1.232176401,-0.799287146,8.69413016,0.003192364,0.01524639
SERPING1,1.227328384,3.693827016,12.94550024,0.000320691,0.002877378
EPOP,1.224093779,0.377252111,23.30477091,1.38E-06,5.00E-05
MPPED1,1.223408005,-1.26738118,6.842814877,0.008899849,0.032613508
DUSP5,1.223023755,4.312740736,15.20621777,9.64E-05,0.001212033
ITPR1,1.222514907,4.631719235,13.1261355,0.000291205,0.002678677
LOC105747689,1.21176164,-1.081363802,10.42654773,0.001242167,0.007618947
WIPF1,1.209047836,-0.16305803,8.936982575,0.00279454,0.013883914
TRABD2B,1.206193987,-0.508234446,9.296461602,0.002295969,0.012031364
PLK2,1.204223535,6.977050875,31.67651337,1.82E-08,1.59E-06
AMOTL2,1.203126216,5.689665707,34.47668372,4.31E-09,5.25E-07
GJD3,1.20205024,0.260827852,14.5338377,0.000137665,0.001553053
FGF13,1.192695636,0.567087828,19.99127939,7.78E-06,0.000184215
IFITM2,1.18897662,5.271596549,24.55987712,7.20E-07,2.96E-05
ENO3,1.184374382,0.506868548,28.07788044,1.17E-07,7.02E-06
GBP7,1.182621492,-1.56417828,15.56741815,7.96E-05,0.001048737
WFIKKN1,1.179553723,-0.636064104,8.534035936,0.003485659,0.016215758
TAP1,1.179358392,5.96981843,31.15863979,2.38E-08,1.99E-06
CPXM2,1.178923708,1.466986857,8.416761305,0.003717775,0.016969434
LIPG,1.175638893,3.747055344,16.22364919,5.63E-05,0.000820109
SERPINB9,1.172806764,2.769713241,15.82814442,6.94E-05,0.000948502
PML,1.167680651,5.930475249,25.53276133,4.35E-07,2.00E-05
ELOVL7,1.160200713,1.306938765,26.14050214,3.17E-07,1.58E-05
UCN2,1.158877248,1.419676416,15.12077569,0.000100847,0.001243139
DUOX2,1.156805433,5.531258963,17.45682456,2.94E-05,0.000494359
GADD45B,1.154444373,5.237126656,21.31428024,3.90E-06,0.000107636
COL22A1,1.152771705,1.998654908,7.572264541,0.005927327,0.024041139
SLAMF7,1.149589479,2.514420369,20.18562857,7.03E-06,0.000170643
SERPINB9P1,1.148690438,1.034281324,11.11061963,0.000858348,0.00583086
PARP9,1.146787347,6.783447106,33.58374446,6.83E-09,7.24E-07
EIF2AK2,1.145098693,6.753574369,27.84047147,1.32E-07,7.82E-06
PSMD6-AS2,1.14368068,0.727193723,9.334830697,0.002248389,0.011845252
RASGRF1,1.143060882,0.148997052,13.3441998,0.000259223,0.002476812
COL5A1,1.142589879,0.977728094,6.018842447,0.014153927,0.046335117
NOCT,1.13721307,1.510112319,25.2499115,5.04E-07,2.22E-05
TSC22D2,1.135754544,4.340269011,34.2262946,4.91E-09,5.74E-07
MB21D2,1.135554791,2.653864247,43.7627404,3.71E-11,8.49E-09
H3C4,1.133238249,1.35268697,26.29622616,2.93E-07,1.48E-05
PMAIP1,1.132255988,5.009761467,22.03675796,2.67E-06,8.09E-05
MMP25,1.128044987,0.191746875,18.44180593,1.75E-05,0.000337811
TNFAIP2,1.127518053,6.065683776,26.59915837,2.50E-07,1.32E-05
CELSR3,1.12649203,1.705640004,20.99553488,4.60E-06,0.000122818
SLC2A6,1.126029222,2.677287499,6.185709709,0.012878604,0.043315608
H4C8,1.123145687,1.23874833,21.51817327,3.50E-06,9.96E-05
RNF213,1.118366321,7.711810726,25.34550146,4.79E-07,2.16E-05
HCG26,1.117362524,0.342995226,15.49194021,8.29E-05,0.001079749
SQSTM1,1.116825535,8.923925718,24.42156042,7.74E-07,3.16E-05
STK17B,1.110243408,4.510695095,31.21730822,2.31E-08,1.94E-06
MMRN2,1.109558783,1.463941144,12.08833039,0.000507384,0.003930172
LOC107983990,1.109156651,0.52527254,19.64163105,9.34E-06,0.000212813
LOXL2,1.109023371,2.682804279,6.682312101,0.009737424,0.035016592
LOC284240,1.10801163,-0.387059949,7.050209813,0.007925597,0.029968129
HLF,1.105225211,2.153687938,9.460984724,0.002098884,0.01129849
GMNC,1.104189155,2.304922402,7.313648618,0.006843284,0.026819561
HLA-F,1.103733494,5.196583057,19.12389581,1.23E-05,0.000259008
IER2,1.103690308,5.487750247,28.89971573,7.62E-08,5.00E-06
ICAM1,1.100226251,6.292592011,10.36807021,0.001282135,0.007800051
HLA-V,1.099356533,0.159051375,15.38231482,8.78E-05,0.00112749
DUSP4,1.097241277,4.838615467,34.49909911,4.26E-09,5.25E-07
GBP1,1.096020324,4.894567423,25.88993722,3.61E-07,1.76E-05
RASD2,1.088332381,1.309941625,12.32963,0.000445825,0.003618374
UAP1L1,1.08424966,2.374987172,34.38615132,4.52E-09,5.41E-07
MUC2,1.079444241,3.15235335,8.307736866,0.003947655,0.017738055
H2AC7,1.076065478,0.403994388,16.40480771,5.12E-05,0.000759349
DTX3L,1.069419922,6.016769769,42.5903214,6.75E-11,1.37E-08
NPR2,1.068065396,1.132281798,26.59075888,2.51E-07,1.32E-05
PARP12,1.067451088,5.10631295,34.90780571,3.46E-09,4.37E-07
COL1A1,1.063644863,5.844147575,14.39586075,0.000148128,0.001642926
KRT39,1.059966245,-0.620351241,13.80630093,0.000202655,0.002068998
PHLDA2,1.05583041,3.389742909,15.41773951,8.62E-05,0.001111066
GOLGA7B,1.055159645,0.624417285,26.45447766,2.70E-07,1.39E-05
PGBD5,1.053123915,2.260833303,14.86130751,0.000115712,0.001364533
PRDM1,1.051885145,2.269766032,18.36732029,1.82E-05,0.00034433
PIF1,1.049659525,-0.197156856,16.92865448,3.88E-05,0.000607518
GBP5,1.049307186,3.044350255,27.50915437,1.56E-07,8.82E-06
OVOL1,1.044586732,3.836754064,19.220969,1.16E-05,0.00024883
HBEGF,1.041232991,3.699004311,10.82234443,0.001002824,0.006520628
RUNX3,1.040821705,1.346021044,9.785564992,0.001758872,0.009884129
NEDD4,1.03957221,4.321721852,22.41014035,2.20E-06,7.11E-05
SH2B3,1.03917688,3.202112088,30.80333045,2.86E-08,2.31E-06
FAM71F2,1.034193747,0.32179416,14.89519017,0.000113652,0.00134863
ADCY1,1.031507931,-0.54759191,8.775187344,0.003053558,0.014776069
KLF10,1.030722814,6.446583235,23.48342341,1.26E-06,4.68E-05
SLC26A7,1.029923649,1.195558705,10.87344413,0.000975529,0.006401127
SPEG,1.022171843,1.277648933,10.44821738,0.001227679,0.007558438
LINC00519,1.021992967,-0.085361828,6.937922877,0.008438705,0.031426764
SLC23A3,1.01689681,-0.098016024,10.89447557,0.000964515,0.006349958
GBP4,1.016392419,4.485182898,19.47025241,1.02E-05,0.000224765
COL7A1,1.015139697,6.965111849,22.39051477,2.22E-06,7.14E-05
PILRA,1.012551501,0.439525642,15.14825714,9.94E-05,0.001234093
LGALS9,1.010721368,5.548625342,20.47255661,6.05E-06,0.000152867
ZNF385C,1.01016964,0.584746523,7.902239156,0.004937364,0.021058798
SOCS3,1.008853447,3.435022543,28.74961363,8.24E-08,5.33E-06
SHFL,1.008510217,4.821754604,22.94315666,1.67E-06,5.74E-05
RGS20,1.007886024,0.688886116,15.00139831,0.000107432,0.001302206
MROH7,1.007262197,0.886664624,9.348194877,0.002232052,0.01178243
RNF144A,1.006838425,-0.133555608,22.96700341,1.65E-06,5.70E-05
LY6E,1.004146643,7.722255498,22.36131157,2.26E-06,7.24E-05
LIF,1.002489303,4.873898345,13.76564698,0.000207089,0.002093319
SLC19A2,1.001903897,4.725455337,17.77574667,2.49E-05,0.000434215
UBE2L6,0.997426967,5.922513781,21.55715154,3.43E-06,9.84E-05
GGT1,0.995003695,2.224563074,16.55238146,4.73E-05,0.000715257
HAL,0.989114092,-0.251909061,11.1833502,0.000825346,0.005665153
SCN3B,0.986569256,-0.695371303,6.940090158,0.008428486,0.031397332
ULBP1,0.986552583,-0.22061141,5.930857489,0.014878,0.048132556
BTBD19,0.984998558,0.140605893,9.02047699,0.002669717,0.013445635
BIRC3,0.981398464,5.98986198,13.90452364,0.000192335,0.001989351
DNAH14,0.980594882,2.288444672,21.50806773,3.52E-06,9.97E-05
TRIM36,0.978470423,1.761081365,24.94794934,5.89E-07,2.53E-05
NT5C3A,0.976428376,5.108126002,18.51222226,1.69E-05,0.000327557
BCL3,0.976172635,4.35026637,25.6794875,4.03E-07,1.89E-05
LINC00641,0.975980672,2.640663425,22.41797989,2.19E-06,7.10E-05
SECTM1,0.974318818,4.029342461,15.62745975,7.71E-05,0.001025366
PHLDA1,0.972184136,5.122392267,12.56190951,0.000393689,0.003324744
FJX1,0.971403396,2.685367157,32.38362911,1.27E-08,1.16E-06
FHL3,0.969353553,1.791960528,21.81624273,3.00E-06,8.89E-05
SHOC1,0.968365234,2.576084555,10.34176226,0.001300538,0.007885104
PEAR1,0.96830298,-0.95586858,10.28738568,0.001339427,0.008074395
MMP17,0.965724102,-0.703990987,11.92509857,0.000553827,0.004195272
PDGFB,0.962565661,1.530725212,6.70829069,0.009596567,0.034628325
RAB32,0.961005679,2.530241398,13.76589566,0.000207061,0.002093319
GPR68,0.959915417,1.080721411,6.954272186,0.008361931,0.031207074
STAT2,0.959814157,6.468518224,33.01186906,9.16E-09,8.88E-07
SPARC,0.956151741,4.968752037,8.21006571,0.004165864,0.018440488
PARP14,0.95552804,7.358585457,34.1798624,5.02E-09,5.84E-07
KCNC4,0.949890936,3.050840308,25.75240226,3.88E-07,1.85E-05
HIVEP1,0.949885074,5.579001977,19.80025606,8.60E-06,0.000198804
HES1,0.949200909,5.621412164,50.98443073,9.31E-13,3.00E-10
NMRAL2P,0.94589642,0.111692359,11.27395301,0.000786022,0.005466503
CHRNA10,0.945760184,1.259342714,12.13716344,0.000494269,0.003864596
TNFRSF6B,0.944415406,2.068028633,7.101437648,0.007702215,0.029249527
SLC25A25-AS1,0.944339631,2.639422864,11.01654381,0.000903023,0.006056197
ADAM8,0.944173641,3.269263086,26.96548582,2.07E-07,1.11E-05
LOC107984111,0.943209222,-0.275086278,8.021791743,0.004621782,0.020030755
CD274,0.943179692,2.962245159,14.6862331,0.00012697,0.001467309
DUSP2,0.942620052,1.27635015,12.97478676,0.000315714,0.002844486
MN1,0.939801021,1.555321399,20.57845246,5.72E-06,0.000146042
IL36G,0.939542597,2.172983041,6.181052706,0.012912543,0.043382409
IL15RA,0.937710807,2.31392451,12.97299572,0.000316016,0.002844893
NPR3,0.937130825,1.280386312,11.5289522,0.000685206,0.00491469
ZC3H12A,0.935943722,5.851058912,12.50052439,0.000406838,0.003393086
SOX9,0.935399,4.149452453,10.91399692,0.000954404,0.006314978
C1S,0.933208032,3.190630473,12.34719375,0.00044165,0.003595576
PDP1,0.93269804,5.724190276,23.57435603,1.20E-06,4.53E-05
EREG,0.932250581,3.761958811,6.123257736,0.013341471,0.044370434
GMPR,0.931818127,2.579411566,9.381179969,0.002192244,0.01165409
SLC12A4,0.930964211,4.754908486,35.04035074,3.23E-09,4.11E-07
E2F3,0.929625574,3.576795046,25.71780001,3.95E-07,1.87E-05
PLEKHG2,0.928649752,2.967062083,15.17143552,9.82E-05,0.001224813
