Gene,logFC,logCPM,LR,PValue,FDR
NUAK2,0.631254205,4.144466406,30.92470117,2.68E-08,2.20E-06
CNN2,0.631129462,6.866815545,16.11136585,5.97E-05,0.000855979
AGAP5,0.630711485,0.807629597,14.68156961,0.000127285,0.001468471
BMP2,0.630489215,2.002890586,7.056780975,0.007896576,0.029882899
CNKSR3,0.629753631,3.797863315,14.35613583,0.000151286,0.001670915
EXOC3L4,0.629590685,0.196010567,6.51510828,0.010696181,0.037658877
UNC13D,0.628467936,1.294121528,8.015887089,0.004636876,0.020075332
DGKD,0.628103184,3.401363613,33.75839846,6.24E-09,6.82E-07
TMEM51-AS1,0.628079178,1.796301823,7.140922014,0.007534441,0.028761384
PRICKLE3,0.627698871,3.207825648,27.14089658,1.89E-07,1.03E-05
NR6A1,0.627328177,2.601717898,22.85441728,1.75E-06,5.95E-05
NPTXR,0.627249703,3.192757828,18.26823447,1.92E-05,0.000354866
SH3BP2,0.626853949,4.953487092,24.00294929,9.62E-07,3.79E-05
KBTBD8,0.626494801,0.91451287,7.787612152,0.005260568,0.022015211
PIP5K1A,0.625514964,5.274838408,30.88717353,2.73E-08,2.23E-06
SLC25A51,0.625229997,2.562306675,16.98444638,3.77E-05,0.000594746
ZNF467,0.624417915,2.124873664,10.60384648,0.001128526,0.007121033
NLGN2,0.624411744,3.095920908,12.30420111,0.00045194,0.003644939
HLA-C,0.624336507,8.27839233,9.012353816,0.002681608,0.013484026
CDK6,0.623670364,6.072157529,16.99445867,3.75E-05,0.000593468
TJP1,0.623000369,6.890593347,10.89803627,0.000962663,0.006348909
CDH24,0.622400236,2.571596723,10.34572905,0.001297746,0.007874222
CRABP2,0.621130588,5.522990752,11.77509512,0.000600284,0.004426187
HCP5,0.620926627,4.305536978,10.47471424,0.001210195,0.007475096
ARID4B,0.619849086,6.172285772,16.31623109,5.36E-05,0.000789006
CTAGE4,0.619811031,2.5138661,27.74382957,1.38E-07,8.13E-06
MIR4260,0.619771644,0.917508586,18.12417909,2.07E-05,0.000376595
SIRPA,0.618947094,4.685574965,12.0383911,0.000521159,0.004015229
AFAP1,0.618881957,5.208733516,22.98278188,1.63E-06,5.67E-05
ADAT2,0.618872368,2.768482298,15.70550924,7.40E-05,0.000993952
BRD4,0.618652218,5.332210362,16.44038804,5.02E-05,0.000748747
SLC4A3,0.618462999,1.229508017,9.789714126,0.001754907,0.009867328
FAM210A,0.617597746,2.72773187,25.06098689,5.55E-07,2.41E-05
TLE3,0.617433821,4.819437855,22.68136989,1.91E-06,6.37E-05
KLHL31,0.61743115,0.962792983,11.46784475,0.000708108,0.005038675
SCARB1,0.616872454,3.98561309,11.4494641,0.000715146,0.00508098
C4A,0.616483148,5.361668175,11.32592964,0.000764323,0.00535806
SNHG3,0.615682245,3.22577387,17.83727229,2.41E-05,0.000423679
SCD,0.615529158,7.759757093,12.49262349,0.000408562,0.003402397
BHLHE40,0.615031249,6.796481631,18.56969069,1.64E-05,0.000321291
PIP4K2A,0.614796766,3.372805819,35.93629324,2.04E-09,2.78E-07
CDK18,0.614785167,3.880793994,17.39067334,3.04E-05,0.000506924
SNAI2,0.614482245,4.205899354,12.55013097,0.000396179,0.003338977
TNFRSF25,0.614196033,2.678086979,7.811097731,0.005192635,0.02180144
NAV2,0.614009687,5.672584522,14.30484005,0.000155465,0.00170278
DUSP7,0.613343879,4.255062865,16.26366737,5.51E-05,0.000806445
N4BP1,0.613268856,5.997724195,23.47636821,1.26E-06,4.69E-05
FNIP2,0.612620808,4.177164115,12.34258461,0.000442742,0.003599761
SOX7,0.612337348,3.112670704,14.86049283,0.000115762,0.001364533
FLG-AS1,0.61200466,2.037494653,8.514890087,0.003522522,0.016345117
MEF2D,0.611839794,5.085561422,15.12563791,0.000100588,0.001242131
MMP15,0.611607894,4.947681914,9.437366759,0.002126085,0.011417678
COL18A1,0.610739525,4.942137967,20.78609504,5.14E-06,0.00013451
SOCS2,0.610614938,2.182588587,6.238608351,0.012499466,0.042391519
SP100,0.610479031,6.410331462,19.49019541,1.01E-05,0.000223676
GRHL3-AS1,0.610229363,0.544515146,7.651252996,0.00567329,0.023279799
ZNF274,0.609973177,4.494140549,25.42633289,4.60E-07,2.08E-05
SEZ6L2,0.609736327,3.171028375,14.67426953,0.000127779,0.001473093
ZC3HAV1,0.608763328,6.157084313,28.7517349,8.23E-08,5.33E-06
NEB,0.608631876,0.924105913,6.162707678,0.013047134,0.043712917
ARL4C,0.607662956,4.107929559,6.358847367,0.011679739,0.040268458
ZCCHC2,0.606646556,4.624159408,29.0573971,7.03E-08,4.68E-06
GLI3,0.606077539,4.00171366,15.89680302,6.69E-05,0.00092431
CREB3L1,0.605934719,5.47445892,12.52506835,0.000401528,0.003366102
CCNF,0.60584682,2.030246799,33.2971187,7.91E-09,7.91E-07
TNFRSF10B,0.605659903,6.226243695,23.48415714,1.26E-06,4.68E-05
TGFB2,0.605171226,5.740319093,5.902440611,0.015119919,0.048785292
HMOX1,0.604872663,2.991288193,7.798720356,0.005228325,0.021910588
RAB21,0.604519214,4.851960383,20.15433061,7.14E-06,0.000172522
RYR1,0.604393909,3.407579711,30.47935124,3.37E-08,2.66E-06
MPP3,0.604154804,1.239226262,7.248682399,0.007095306,0.02755428
SIDT1,0.60356098,3.927317415,26.42597301,2.74E-07,1.41E-05
MTCL1,0.603394823,2.709159989,25.28504443,4.95E-07,2.20E-05
EPHB2,0.603206949,5.718405063,19.84642542,8.39E-06,0.000195202
HMGN2P46,0.602900117,0.815705422,6.100899961,0.013511306,0.044756199
RASSF6,0.602693266,5.792943981,9.58671891,0.001959899,0.010777605
ZNF850,0.602245099,0.478776238,12.2253663,0.000471441,0.003745445
KIRREL1,0.601570626,4.185045548,19.27615907,1.13E-05,0.000244052
PTP4A1,0.600844036,6.594924861,15.12581188,0.000100579,0.001242131
LAP3,0.600303865,6.606192869,13.39452409,0.00025236,0.00243035
BCL11A,0.598944047,2.746056588,33.52708374,7.03E-09,7.35E-07
ERN1,0.598903173,3.673784063,15.41803441,8.62E-05,0.001111066
LPCAT1,0.598668106,3.942466418,10.83077927,0.000998266,0.006504379
AGRN,0.598394231,8.035882976,17.16252566,3.43E-05,0.000557566
PRKCQ,0.598130679,0.003962863,8.384092225,0.003785192,0.017174255
RHOB,0.597974001,5.273861886,63.46590478,1.63E-15,8.59E-13
PAG1,0.597386432,1.921611663,17.09403718,3.56E-05,0.000572152
SPRED2,0.596017683,4.146679695,16.55303695,4.73E-05,0.000715257
METTL1,0.59599429,1.933994382,18.61932435,1.60E-05,0.000316663
HS3ST1,0.595446316,4.69070465,18.73024869,1.51E-05,0.000303339
RAET1L,0.594599276,1.263638656,9.472353426,0.002085916,0.011259384
TNIP1,0.593526577,6.626485572,7.895033111,0.004957073,0.021102968
BCL2L14,0.593160546,2.535013894,13.16348905,0.000285457,0.00263964
LRRC37B,0.593094332,2.527099969,18.12407837,2.07E-05,0.000376595
SLCO3A1,0.59296989,3.935654365,20.91685531,4.80E-06,0.000127322
MYD88,0.592760847,5.986560269,13.20024753,0.000279912,0.002606682
MDK,0.592284735,6.890356937,12.54905369,0.000396407,0.003339121
BMS1P4,0.591724885,1.128436308,11.3491979,0.000754806,0.0053102
OSMR,0.591411063,5.581560769,10.53968262,0.001168385,0.007293862
AKIRIN2,0.591275065,4.112396309,17.40012545,3.03E-05,0.000506087
ADAR,0.591190623,7.929408965,21.31718609,3.89E-06,0.000107636
SPRY2,0.590302707,3.848250187,19.68228154,9.14E-06,0.000209621
CLCF1,0.589958613,1.927873221,8.817148352,0.002984127,0.014548985
ERRFI1,0.589145523,5.484209862,7.902369276,0.004937009,0.021058798
MERTK,0.588784197,2.695058036,9.218728175,0.002395519,0.012400795
ARG2,0.588256322,2.115163451,6.206415832,0.01272881,0.042947836
INO80D,0.587872165,4.640994236,13.20044973,0.000279882,0.002606682
KRT17,0.587604412,9.000514816,10.80694043,0.001011203,0.006562885
MC1R,0.587371881,1.53830599,9.243134815,0.002363799,0.012288956
DYRK1A,0.586902749,6.144974349,21.51340308,3.51E-06,9.96E-05
MICALCL,0.586688124,3.283728307,11.7426148,0.000610851,0.004487343
TMEM51,0.586474806,3.912345751,9.811687532,0.001734063,0.00978485
ID3,0.586322313,4.389361887,14.01143207,0.000181703,0.001908072
LOC729737,0.585804855,1.682451694,9.169262333,0.002461138,0.01264927
CNIH3,-0.585598398,0.357889532,12.22211101,0.000472265,0.003750099
ZNF232,-0.585638785,3.784666071,32.2148894,1.38E-08,1.25E-06
LOC100506098,-0.586085096,2.608535494,8.054875914,0.004538135,0.019723529
PAIP2B,-0.586220434,3.9461515,16.19902284,5.70E-05,0.000827024
NQO1,-0.586264237,7.909783249,17.3068301,3.18E-05,0.000523529
TASP1,-0.586636806,3.873456013,31.49933608,2.00E-08,1.72E-06
LINC01132,-0.586885545,1.597851775,12.30728492,0.000451194,0.003641367
ATP6V0A4,-0.586944328,4.385593116,8.60702464,0.003348689,0.015740832
LOC105378644,-0.586982688,0.803086073,10.1636938,0.001432334,0.008504615
LOC105377352,-0.587222012,0.695573252,6.574582702,0.010344525,0.036750544
LMO7-AS1,-0.587539773,1.124910598,15.77362653,7.14E-05,0.000969185
LOC107986700,-0.588188386,2.517870664,12.20117571,0.000477594,0.003779119
B9D2,-0.588547767,3.915951293,10.15592306,0.001438384,0.008529331
SPNS3,-0.588694839,0.841162967,9.37019299,0.002205423,0.011696592
CFAP69,-0.589684215,5.69076624,8.093318933,0.004442873,0.01941591
CFAP99,-0.590128797,4.37477332,9.107227367,0.002546015,0.012992491
LRRC56,-0.590198662,5.281785571,8.129236701,0.004355708,0.019104153
LOC105378948,-0.590845447,1.395080118,6.558662944,0.010437476,0.036978353
STK36,-0.590948898,6.459175289,15.87810887,6.76E-05,0.000931092
PDZD7,-0.591285267,0.452697294,14.62205619,0.000131368,0.001503497
MED11,-0.591616952,4.32272105,23.16320063,1.49E-06,5.27E-05
DCST1-AS1,-0.592489238,1.762468841,23.33105201,1.36E-06,4.97E-05
EFCAB6,-0.59272168,5.303377086,8.77683737,0.003050797,0.014773613
C21orf59-TCP10L,-0.593124631,6.399154164,29.84819222,4.67E-08,3.32E-06
HSPBP1,-0.593232457,6.342879737,13.72004758,0.000212177,0.002130408
PDE6B,-0.593469363,2.926846785,9.036419701,0.002646534,0.013359204
TSSC2,-0.593814835,1.074771281,7.446946387,0.006354416,0.025414447
DZIP1L,-0.593999241,5.827172734,7.284839428,0.006953895,0.027138575
FAM174A,-0.594286169,5.805294525,33.23977027,8.15E-09,7.99E-07
VRK1,-0.594310885,3.854283141,24.19357621,8.71E-07,3.49E-05
COL9A3,-0.594363862,0.699571986,15.07060672,0.000103563,0.001267969
MIPEP,-0.594496279,5.396429049,14.28029139,0.000157505,0.001715928
IFT20,-0.594613973,4.57414339,16.51190933,4.83E-05,0.000728596
LOC105369147,-0.594959925,3.67066517,18.67515807,1.55E-05,0.000309948
MYLK,-0.594960797,5.159704939,9.699153266,0.001843529,0.010257669
GPM6B,-0.595015662,2.634213241,6.931847399,0.008467418,0.031489146
ANKDD1B,-0.595226387,3.99853751,10.5883078,0.001138051,0.007161008
LOC107987095,-0.59591631,0.770213235,13.78224163,0.000205267,0.002084883
GAS2L2,-0.595937252,5.946683607,9.87298931,0.001677228,0.009521976
OXTR,-0.595953152,3.507649693,10.4948648,0.001197068,0.007414309
PKIB,-0.596026748,3.205151193,9.032486117,0.002652235,0.01337465
TP53TG1,-0.596109006,4.610895203,11.62702411,0.000650005,0.004709254
ADGRF2,-0.598122377,0.707297637,6.161087,0.013059093,0.043716685
MDP1,-0.598125203,2.716858068,12.17300835,0.00048486,0.003815588
CNGA3,-0.598655106,0.52017713,12.72480231,0.000360838,0.003141717
COA6-AS1,-0.599825965,0.537211971,9.128245838,0.002516929,0.012874945
ULK4,-0.599884992,4.238621027,13.40444951,0.000251028,0.002418998
LOC107984036,-0.600619808,0.217258166,13.64435263,0.000220905,0.002191564
LOC728024,-0.600729115,1.846976853,26.7510182,2.31E-07,1.23E-05
FAM104B,-0.600751338,4.524538169,21.34114091,3.84E-06,0.000107263
BPIFA2,-0.60079873,0.896535209,7.07800695,0.007803576,0.029598865
CES4A,-0.601118375,5.105459415,9.858311829,0.001690662,0.009574152
TRIM55,-0.601189232,1.700846211,8.758308211,0.003081948,0.014881164
LOC101929243,-0.60134185,1.631324727,11.70576857,0.000623066,0.004557995
FAM228B,-0.601711103,2.627466782,15.98154546,6.40E-05,0.00089639
ADPRHL1,-0.602085217,2.732942446,14.38061089,0.000149332,0.001653963
C3orf67,-0.602626428,4.589881821,15.14508855,9.96E-05,0.001235194
LZTFL1,-0.602847732,6.836815674,9.105396101,0.002548565,0.013001305
CEP112,-0.60330649,3.842977504,20.87571479,4.90E-06,0.000129434
WDR66,-0.603670517,7.193090899,16.31183316,5.37E-05,0.000790103
DERL3,-0.603773154,3.496454096,5.948156386,0.014732686,0.047740675
TCTE3,-0.603775895,0.729558686,6.673623376,0.009785006,0.035139696
WRAP53,-0.604629684,4.796770593,15.5695183,7.95E-05,0.001048447
BAIAP3,-0.604699918,6.597520692,10.67015359,0.001088781,0.006914436
PPIL6,-0.605149289,6.80291203,10.74716209,0.001044394,0.006708686
LOC100132249,-0.6052078,0.290010478,6.025755733,0.014098594,0.046216934
CH17-340M24.3,-0.60533683,2.623128065,11.34937609,0.000754733,0.0053102
LINC00886,-0.60546564,2.992546048,16.45772506,4.97E-05,0.000744039
SMPD2,-0.605508346,5.054878949,17.14717456,3.46E-05,0.0005598
REM1,-0.605751086,-0.397431689,6.274693228,0.012247432,0.041737328
PARD6G-AS1,-0.607115081,1.587210341,8.944642998,0.002782845,0.01383887
RNF157-AS1,-0.607185926,1.530876373,6.599977984,0.010198003,0.03630912
LOC105371763,-0.607423563,0.767017143,8.561332081,0.003433781,0.016045306
KNDC1,-0.608044376,5.788462781,9.466635645,0.002092428,0.011286818
LINC02331,-0.608790549,3.272704959,8.320997622,0.003918939,0.017659265
LINC00653,-0.608976544,1.046164237,10.23649673,0.001376888,0.008241561
NAT1,-0.609452154,5.509711231,18.50344045,1.70E-05,0.000328263
LRGUK,-0.609577195,4.694589271,11.67445241,0.000633642,0.004613988
FGGY,-0.609760018,4.097140247,22.06004131,2.64E-06,8.01E-05
C2orf74,-0.610119844,4.126765957,25.62944666,4.14E-07,1.92E-05
SPATA6L,-0.610420586,4.444794532,14.24788607,0.000160241,0.001733453
LOC105373262,-0.610792373,0.927387298,5.963090504,0.014608412,0.047414657
KCNE1B,-0.611030788,5.785150266,16.00442928,6.32E-05,0.000888774
LOC100130987,-0.611402954,1.886340557,12.45414742,0.000417065,0.00344518
SMIM27,-0.611971646,1.771229641,11.86434172,0.00057219,0.004301365
ZSCAN1,-0.612136374,0.900546188,8.643452446,0.003282388,0.015526218
TTLL10,-0.613241456,5.449808529,9.473178913,0.002084978,0.011259089
LOC107984125,-0.613332709,5.389304496,6.385544354,0.011505347,0.03982368
RGS4,-0.613694307,1.092159948,6.435521801,0.011186029,0.038982348
TTC16,-0.613893147,4.29815495,6.63074522,0.010023332,0.035818159
EFNB3,-0.614308238,3.601044024,9.835179445,0.001712056,0.009677956
NME7,-0.614374579,5.556355876,20.85729297,4.95E-06,0.000130467
CCDC183,-0.614432245,0.978846246,15.67752684,7.51E-05,0.001005346
LOC107987007,-0.614720513,0.316006921,8.057885199,0.004530604,0.019696216
TOGARAM2,-0.614741711,6.298967959,9.018695283,0.002672321,0.01345017
ELL3,-0.61515704,4.273799799,31.21599679,2.31E-08,1.94E-06
CNTF,-0.61555901,3.223329037,7.175369292,0.007391123,0.02836137
FAM184A,-0.615984466,2.772644477,11.51981781,0.000688581,0.004936657
HACL1,-0.616652441,4.339542785,17.49690802,2.88E-05,0.000487674
NCF2,-0.616886285,5.678119239,32.67861658,1.09E-08,1.03E-06
WASIR2,-0.6177004,0.516331374,9.095618382,0.002562226,0.013049917
BBS12,-0.618399682,4.186851193,16.72460505,4.32E-05,0.0006665
LOC105374721,-0.619350435,0.916348668,16.51543807,4.83E-05,0.00072844
FBXW9,-0.620306712,5.412403778,8.673408642,0.003228867,0.015341974
TNFAIP8L1,-0.622688054,6.993559506,10.45036314,0.001226253,0.007556554
TMEM67,-0.622776886,5.890790096,9.484241799,0.002072442,0.011217326
BCO2,-0.623370712,4.160832706,16.99388464,3.75E-05,0.000593468
TUBA3FP,-0.623611253,1.749529388,9.080605541,0.002583345,0.013127848
C4orf47,-0.624245316,4.21163226,11.54790943,0.000678255,0.004884795
SDHAF4,-0.624485853,3.311812252,13.81761794,0.000201438,0.002057904
FAM182B,-0.624538803,1.619870206,10.75197566,0.001041681,0.006701549
ZNF396,-0.624665958,3.801962008,12.24798049,0.000465762,0.003717152
COX7A1,-0.624693032,1.661639659,10.49346231,0.001197977,0.00741703
LOC105379444,-0.624694255,2.06765011,7.160839213,0.007451233,0.028536559
EPB41L3,-0.625382355,0.022241091,7.396071749,0.006536647,0.026025095
CCDC151,-0.625816857,4.915358878,8.012314479,0.004646032,0.020103953
TMEM231,-0.62602744,6.947753499,11.67610297,0.00063308,0.004612304
LOC257396,-0.626045391,2.224987367,22.6804275,1.91E-06,6.37E-05
DPY30,-0.626432212,5.783543386,22.48928438,2.11E-06,6.88E-05
GLIPR1L2,-0.626475945,1.48218276,8.835752608,0.002953858,0.014439255
MRPL40,-0.626664825,4.970174002,17.53036083,2.83E-05,0.000482002
CIB1,-0.626875918,7.388352599,11.32945191,0.000762874,0.005350282
UCKL1-AS1,-0.627055484,4.395139335,10.01849947,0.001549757,0.009005467
LRP2BP,-0.627825337,3.936094636,9.36180723,0.002215536,0.0117266
TMEM45B,-0.627893076,6.466305928,15.1417638,9.97E-05,0.001235239
LOC100506885,-0.628071556,3.639271435,8.328134231,0.003903573,0.01761012
LOC100505841,-0.628130531,4.046327045,7.940962358,0.004832813,0.020719176
LINC01551,-0.628729164,1.969291377,14.34487178,0.000152194,0.001675085
MIA,-0.628876423,1.847806379,7.647578343,0.005684858,0.023311998
FDXR,-0.629801961,5.41564492,12.40151768,0.000428985,0.003521512
RGL3,-0.629829992,0.350781447,12.51732321,0.000403196,0.0033734
GYG2,-0.630393666,1.022727142,12.27575996,0.00045888,0.003684569
EFCAB12,-0.630588061,5.117950642,12.19271543,0.000479765,0.003790595
CFAP54,-0.631384447,5.828161051,7.324052032,0.006803784,0.026744392
GRM7,-0.631538058,1.67859356,10.06552996,0.001510691,0.008830442
RIPOR2,-0.631785969,5.431635328,8.423416978,0.00370419,0.016913552
CFAP74,-0.632125572,5.546466961,9.096522082,0.00256096,0.013047678
KIAA1257,-0.632341751,3.596099056,12.63276946,0.000379043,0.003237377
DLEC1,-0.632582672,7.054837768,8.221535041,0.004139617,0.018355168
PCAT6,-0.633390724,1.11023139,14.93894459,0.000111047,0.001326682
ABI3BP,-0.633405713,1.920432392,6.704854681,0.009615077,0.034671352
TSPAN1,-0.63348382,9.972563748,12.25570179,0.000463839,0.003707423
TUBB4B,-0.633912218,10.33279194,18.82200096,1.44E-05,0.000292448
PLCB2,-0.634300669,3.809787777,15.90214853,6.67E-05,0.00092251
ENKD1,-0.634403102,5.005797698,15.03370857,0.000105608,0.001284043
TIMP4,-0.634860304,3.753126405,7.56295549,0.00595802,0.024109909
FXYD1,-0.635193636,0.918150988,6.776362463,0.009237295,0.033577408
KCNE1,-0.636022453,5.199300725,13.12435859,0.000291481,0.0026795
MACROD1,-0.636556907,3.279188516,12.55298172,0.000395575,0.003335668
LINC01564,-0.637447543,0.856660008,8.550545554,0.003454187,0.016112058
IFT27,-0.638053399,5.065132709,13.12883715,0.000290785,0.002678677
SLC27A2,-0.638079955,6.650990053,13.60099883,0.000226065,0.002225981
SMYD2,-0.638197817,6.057111198,17.01013129,3.72E-05,0.000591375
LOC105374789,-0.639277045,0.591305259,6.412136085,0.011334298,0.039369674
HSD11B1L,-0.639828043,3.126054978,13.29137198,0.00026663,0.00251713
LOC105376825,-0.639872448,3.104656812,13.60102215,0.000226062,0.002225981
TSPOAP1,-0.64059607,5.43119415,10.44255925,0.001231445,0.007573772
LDLRAD1,-0.640981838,6.784721929,7.387710869,0.006567101,0.026119567
GFM2,-0.640985707,6.651863563,21.04773874,4.48E-06,0.000120147
BSCL2,-0.641446775,6.788662489,15.8208416,6.96E-05,0.000950524
DNAL1,-0.641570685,6.316643461,11.92156964,0.000554877,0.004199199
SLCO1B3,-0.641712747,3.798719787,9.544154449,0.002005872,0.010931934
CCDC60,-0.641789381,5.463576735,17.04953048,3.64E-05,0.000584529
NAT14,-0.641836887,4.476238243,8.194656196,0.004201396,0.018566548
ANKRD45,-0.642708494,4.904183679,10.37902854,0.001274547,0.007771926
ZNF599,-0.643237663,2.289995019,12.45711427,0.000416403,0.003445084
BBS9,-0.643933076,4.801812726,19.17571757,1.19E-05,0.000254455
TCTN1,-0.644557027,6.512635211,13.19608557,0.000280534,0.002607864
PART1,-0.644948083,1.440501468,8.062712901,0.004518548,0.019649213
DNAH12,-0.64501239,7.666049243,8.531183097,0.003491127,0.01623214
ARRDC3-AS1,-0.645262986,0.770188149,21.04740865,4.48E-06,0.000120147
LOC105371450,-0.646430781,3.603455143,8.816861211,0.002984596,0.014548985
DNAH11,-0.646609613,6.939684738,7.454877161,0.00632648,0.025321951
LOC105371956,-0.647819745,0.081269412,12.14682065,0.000491716,0.003853711
HDC,-0.648128486,1.160412215,12.23488649,0.000469042,0.003737663
RPGRIP1L,-0.648305413,5.827674527,10.62124648,0.001117957,0.007065629
ZNF214,-0.648792813,4.38490397,14.81373058,0.000118668,0.001393019
LINC02482,-0.649793693,1.09557117,11.10555919,0.000860693,0.005841766
VDAC3,-0.649898439,6.861718618,19.14622974,1.21E-05,0.000257027
HIPK1-AS1,-0.650311047,0.085651619,8.693736334,0.003193054,0.01524639
ASTN2,-0.650655913,2.579254854,14.47403401,0.000142105,0.001592907
BCAS1,-0.651516471,6.990131324,26.40242154,2.77E-07,1.42E-05
STK33,-0.652115554,5.91663129,12.55619434,0.000394895,0.003331717
GJA9-MYCBP,-0.652128887,6.489724785,17.54280407,2.81E-05,0.000480165
ANK3-DT,-0.652463269,0.209029271,13.26597402,0.000270267,0.002543244
PRR29,-0.652899075,6.679441206,10.63636925,0.001108852,0.007019319
DGCR6,-0.653350793,2.732815424,7.541008938,0.006031026,0.024355415
LOC101927397,-0.653389339,-0.1488532,11.1159398,0.000855889,0.00581666
FPGT-TNNI3K,-0.653643819,1.655490255,15.02906138,0.000105868,0.001286218
IL5RA,-0.654329706,5.927898046,10.00428036,0.001561768,0.009032063
EFCAB11,-0.655504822,4.549219824,20.08789765,7.40E-06,0.000177534
OR7E37P,-0.655690939,1.275848293,17.9068013,2.32E-05,0.00041123
DLGAP5,-0.655790626,3.214220139,7.002400477,0.008140049,0.030543585
LINC00271,-0.655952153,1.497120852,12.27360674,0.00045941,0.003686948
CFAP65,-0.657014494,6.69149166,10.10141464,0.001481556,0.008708481
GS1-594A7.3,-0.657033638,0.26387326,7.999483784,0.004679069,0.020208152
C12orf75,-0.657744088,5.54752078,11.53040949,0.000684669,0.00491307
CRIP1,-0.658144495,7.341207804,6.947483937,0.008393721,0.031303523
BMX,-0.658207745,0.248690961,11.10900075,0.000859098,0.005833443
SMIM6,-0.658990277,2.73490428,17.02834122,3.68E-05,0.000588099
LINC01206,-0.659082692,0.672297339,6.945034274,0.008405223,0.03133902
LOC105375368,-0.659589324,4.543827166,43.36669412,4.54E-11,9.96E-09
ACAT1,-0.65964578,5.158084799,30.18958112,3.92E-08,2.91E-06
SH3GL3,-0.65968325,2.447022396,12.70153077,0.000365356,0.003163618
LOC107984333,-0.659937263,1.115704896,14.01698026,0.000181167,0.00190503
CFAP36,-0.660326131,6.191013407,32.47824876,1.21E-08,1.11E-06
KCNRG,-0.660697842,5.091004519,10.39455574,0.001263874,0.007719113
LOC105370615,-0.661000195,0.156877962,7.426609259,0.006426632,0.025661851
LOC105369634,-0.661255473,0.011375926,11.78333782,0.000597632,0.004412812
RSPH10B,-0.661452421,3.185698853,13.1214304,0.000291937,0.002680729
CEP128,-0.662163019,3.702753891,13.36162625,0.000256826,0.002459856
LOC105375520,-0.66248339,2.193360827,6.674069223,0.009782558,0.035138897
CCDC190,-0.662927719,7.112219579,10.86381426,0.000980615,0.006423822
KCNMB2,-0.663277454,-0.191024654,11.24681152,0.000797599,0.005524686
HMGN3,-0.664364324,7.301253707,32.76015215,1.04E-08,9.98E-07
MYCBP,-0.664514903,6.4680887,17.60425146,2.72E-05,0.000467426
CDHR4,-0.664519236,6.558166841,8.520064918,0.00351252,0.016311889
DNAH2,-0.665850727,7.05325229,8.87698605,0.002887879,0.014200237
FAM27C,-0.66615016,1.88523568,14.7569141,0.000122298,0.001427626
LOC101927857,-0.666884875,1.404954842,6.400368424,0.011409668,0.03958794
LOC107986063,-0.667021676,1.976567319,10.46532553,0.001216361,0.007504378
C8orf37,-0.66733497,3.009367647,12.68023377,0.000369541,0.003180674
LOC105379194,-0.66778968,0.045703216,10.36746023,0.001282559,0.007800051
LOC107987110,-0.668623122,0.012149126,10.45064222,0.001226068,0.007556554
CSRP3-AS1,-0.668966148,4.145385548,6.700345104,0.009639425,0.03473536
RSPH10B2,-0.670479881,6.059926451,10.84424463,0.000991033,0.006467924
MRNIP,-0.670777765,4.355164186,16.7739843,4.21E-05,0.000651992
CAPN9,-0.67136155,4.530734576,7.240344931,0.007128328,0.027634958
RASA4DP,-0.671408004,3.377736393,14.02157651,0.000180725,0.001901645
MIR5047,-0.671660173,5.024966179,31.49674729,2.00E-08,1.72E-06
KATNAL2,-0.67195316,4.863880764,12.538378,0.000398678,0.003347541
NINJ2,-0.672073699,1.755949292,22.21009193,2.44E-06,7.57E-05
AMY1A,-0.67220955,1.935018442,12.23311376,0.000469488,0.00373933
CFAP44,-0.673008318,7.354193698,18.36623923,1.82E-05,0.00034433
LINC00643,-0.673633682,1.515397139,7.03863134,0.007976997,0.030104823
ZCWPW1,-0.673675993,3.612181644,30.92323124,2.68E-08,2.20E-06
CCDC39,-0.673752607,5.89737354,7.22209076,0.007201178,0.027835392
ENDOG,-0.673869224,4.433876931,19.0117674,1.30E-05,0.000271771
LOC91548,-0.674828225,2.937063812,8.193691982,0.004203629,0.018571222
LOC647070,-0.675166731,0.373567874,14.35640167,0.000151265,0.001670915
CDC37L1-DT,-0.675316207,-0.088745864,7.250931347,0.007086425,0.027533332
ARMC2,-0.675582846,5.257577605,14.29713033,0.000156103,0.001708478
LINC00326,-0.676270137,1.505569231,10.16890266,0.001428293,0.008490197
CASC2,-0.676388107,4.147865184,11.47309113,0.000706111,0.005028099
SERTAD4-AS1,-0.67642489,1.436605175,13.93233369,0.00018951,0.001965283
WDR31,-0.676726117,4.884461181,10.41627121,0.001249098,0.007646613
DNAH9,-0.677119002,8.130389503,9.461947301,0.002097783,0.011296412
TM4SF19-AS1,-0.678080487,0.426189123,11.83395714,0.000581603,0.004337031
B4GALT1-AS1,-0.678196904,0.613460254,13.72383774,0.00021175,0.002127465
TSPAN11,-0.678411937,2.353282995,11.55939654,0.000674077,0.004861359
SPEF2,-0.678668019,6.776844333,8.878751275,0.002885088,0.014195353
LRRC49,-0.678948062,5.39781854,13.52007469,0.000236025,0.002299679
LOC105378973,-0.679718136,2.018370495,15.11968385,0.000100906,0.001243139
TMEM190,-0.679854058,6.21886065,8.966115902,0.002750327,0.013740963
LRRC34,-0.680375828,5.025721174,8.815687775,0.002986516,0.014553853
PRR34-AS1,-0.680444286,1.98865189,17.58394429,2.75E-05,0.000470907
TDRD1,-0.680880158,0.361014312,10.78823712,0.001021471,0.006606517
ECRG4,-0.682229821,3.881144187,6.083508809,0.013644949,0.045057301
