Gene,logFC,logCPM,LR,PValue,FDR
ZNF90,-0.211811643,5.861612775,0.26811596,0.604598411,0.996621727
LRRC34,-0.244540031,4.934853074,0.268024665,0.604659932,0.996621727
CCDC97,-0.106062593,5.457206435,0.267853626,0.604775226,0.996621727
MGST2,-0.143637545,5.632785397,0.267759542,0.604838665,0.996621727
GPN2,-0.095615736,4.514214275,0.267754038,0.604842377,0.996621727
LOC100507283,-0.217098389,0.400927746,0.267615334,0.604935931,0.996621727
SMG8,-0.122859229,4.265921529,0.267130133,0.605263432,0.996621727
SCP2,-0.121693321,7.056945967,0.267068447,0.605305097,0.996621727
GNS,0.114058045,6.991145613,0.266960636,0.605377929,0.996621727
ACP1,-0.113063666,5.841519951,0.266782858,0.605498069,0.996621727
WFIKKN1,0.416125831,-0.573996508,0.266744556,0.605523959,0.996621727
SPPL2B,-0.166464342,5.832560544,0.266731293,0.605532925,0.996621727
PRPF38B,0.176942612,5.791771554,0.26648272,0.605701012,0.996621727
LINS1,0.123558891,3.16239686,0.266437036,0.605731915,0.996621727
MED20,-0.130886243,4.322686388,0.266302474,0.605822959,0.996621727
IL27RA,0.150574908,2.622104015,0.266288884,0.605832155,0.996621727
LOC105376081,-0.333928479,3.732114205,0.266265681,0.605847858,0.996621727
TM4SF1,0.130482205,6.852311551,0.266030998,0.606006726,0.996621727
LNPEP,0.125032361,5.893180087,0.265873267,0.606113551,0.996621727
RAD51C,-0.130357895,3.285527953,0.265592409,0.606303865,0.996621727
TCP11L1,0.121832898,3.862813222,0.265574839,0.606315775,0.996621727
CDRT1,0.179929489,1.483756099,0.265523517,0.606350567,0.996621727
AP5M1,0.12856985,5.446549704,0.265478834,0.606380862,0.996621727
KIAA0753,-0.109606762,5.057039872,0.265452444,0.606398755,0.996621727
RDH13,0.163129604,4.108842817,0.265324206,0.606485723,0.996621727
TTC31,-0.112143823,4.005149161,0.265283768,0.606513153,0.996621727
CCNDBP1,-0.122524159,5.914588767,0.265181894,0.606582266,0.996621727
TMPO,-0.127884977,5.355243372,0.265024012,0.606689411,0.996621727
MRPL47,-0.137977986,4.771209254,0.264950725,0.606739159,0.996621727
WASHC2A,-0.095750229,6.245319717,0.264818671,0.606828822,0.996621727
DHRSX,0.133939061,4.052844939,0.26475142,0.606874496,0.996621727
LEMD2,0.125678088,5.352283233,0.264698424,0.606910494,0.996621727
S100A7,0.311050648,1.868394909,0.264696801,0.606911596,0.996621727
PON3,-0.165916624,2.655726611,0.26465195,0.606942065,0.996621727
BARX2,-0.150891808,3.048223424,0.264631701,0.606955821,0.996621727
CYB5R3,0.154585464,7.266868223,0.264559516,0.607004868,0.996621727
ADRB1,-0.170167455,2.220663077,0.264557707,0.607006098,0.996621727
ARG2,0.235870269,2.119268211,0.264369553,0.607133981,0.996621727
FAM239C,0.326413988,-0.077665345,0.264192622,0.607254288,0.996621727
C12orf65,-0.127418079,2.568156956,0.264185313,0.607259259,0.996621727
IFT80,-0.219343406,6.353211452,0.264148161,0.607284528,0.996621727
AGPAT3,0.108831852,6.500088501,0.263970255,0.607405563,0.996621727
CCDC115,-0.12682265,4.980746563,0.263962478,0.607410855,0.996621727
PLEKHA8P1,0.143615859,1.813050974,0.263941104,0.6074254,0.996621727
SRSF1,0.112860126,7.109462019,0.263939753,0.60742632,0.996621727
WEE1,0.16599798,4.967744097,0.263914012,0.607443837,0.996621727
FOXP2,-0.257107607,3.151949655,0.263634834,0.6076339,0.996621727
SLC44A3,0.104569594,4.952663018,0.263614115,0.607648011,0.996621727
MIR3940,-0.162236658,2.24082522,0.263229145,0.607910318,0.996621727
CARMIL3,0.308171696,0.261211611,0.263147303,0.607966114,0.996621727
MARCHF10,-0.220279833,4.362684367,0.263130463,0.607977596,0.996621727
MOGS,0.111869665,5.711175087,0.263130245,0.607977745,0.996621727
COX10-AS1,-0.148884662,0.817168438,0.262742825,0.608242028,0.996621727
